alimento_id,alimento,Carbohidratos,Energía,Lípidos,Proteína,Sodio
05_A_0046,Tasajo,"0 g","180 kcal","10 g",,
05_A_0047,"Elote amarillo","32.6 g","157 kcal","1.4 g","3.6 g",
05_A_0048,Cilantro,"3.7 g","23 kcal","0.5 g","2.1 g",
05_A_0049,"Flor de calabaza","3.3 g","63 kcal","0.1 g","1 g",
05_A_0050,"Granos de elote","3.9 g","90 kcal","0.5 g","2.9 g",
05_A_0051,"Frijol blanco","52 g","313 kcal","2.6 g","22.6 g",
05_A_0052,"Frijol negro","23.7 g","132 kcal","0.5 g","22.6 g",
05_A_0053,Garbanzos,"61 g","381 kcal","6.2 g","20 g",
05_A_0054,Granada,"17.7 g","78 kcal","0.3 g","1 g",
05_A_0055,Elote,"32.6 g","157 kcal","1.4 g","3.6 g",
05_A_0056,"Guías de calabaza","1.3 g","50 kcal","0.4 g","2.8 g",
05_A_0057,"Gusanos de maguey","0 g","610 kcal","42.19 g","39.14 g",
05_A_0058,Giotilla,"10.7 g","51 kcal","0.8 g","1.8 g",
05_A_0059,"Jitomate riñón","3.89 g","17.6 kcal","0.17 g","0.88 g",
05_A_0060,"Manzana criolla","13.81 g","52 kcal","0.17 g","0.26 g",
05_A_0061,"Agave mezcal",,,,,
05_A_0062,"Plátano macho","23.4 g","102 kcal","0.5 g","1 g",
05_A_0063,Almendras,"21.67 g","575 kcal","49.42 g","21.22 g",
05_A_0064,Cacahuate,"25.35 g","594 kcal","51.45 g",,
05_A_0065,Ajonjolí,"24.05 g","586 kcal","50.87 g","18.08 g",
05_A_0066,"Hoja de aguacate",,,,,
05_A_0067,Pasas,"17.8 g","69 kcal","0.6 g","0.7 g",
05_A_0068,"Chile ancho","2.6 g","23 kcal","0.2 g","2.7 g",
05_A_0069,"Carne de guajolote","0 g","154 kcal","8 g","20.4 g",
05_A_0070,Nanches,"6.4 g","46 kcal","1.3 g","2.1 g",
05_A_0071,Tuna,,"35 kcal","0.1 g","0.5 g",
05_A_0072,"Nopal de lenguita","5.6 g","26 kcal","0.6 g","0.7 g",
05_A_0073,"Nopal grueso",,"27 kcal",,"1.8 g",
05_A_0074,Poleo,,,,,
05_A_0075,"Hoja de plátano",,,,,
05_A_0076,Rajas,"5.3 g","27 kcal","0.1 g","1.2 g",
05_A_0077,"Rosita de cacao",,,,,
05_A_0078,"Hueso de mamey",,,,,
05_A_0079,Tepiche,"5.6 g","22 kcal",,"1.8 g",
05_A_0080,"Maíz amarillo","45.3 g","213 kcal","1.9 g","4.7 g",
05_A_0081,"Col blanca","5.5 g","23 kcal","0 g","1.3 g",
05_A_0082,"Tuna roja","8.1 g","35 kcal","0 g","0.6 g",
05_A_0083,Maíz,"45.3 g","213 kcal","1.9 g","4.7 g",
05_A_0084,Durazno,,,,,
05_A_0085,"Semillas de calabaza",,,,,
05_A_0086,"Café de grano",,,,,
05_A_0087,Epazote,,,,,
05_A_0088,Sal,,,,,
05_A_0089,Levadura,,,,,
05_A_0090,Anís,,,,,
05_A_0091,Aguacate,,,,,
05_A_0092,Cocoyules,,,,,
05_A_0093,Cenizas,,,,,
05_A_0094,"Hoja de totomoxtle",,,,,
05_A_0095,"Chile seco",,,,,
05_A_0096,Plátano,,,,,
05_A_0097,Perejil,,,,,
05_A_0098,Clavos,,,,,
05_A_0099,Pimienta,,,,,
05_A_0100,Comino,,,,,
05_A_0101,Lechuga,,,,,
05_B_0001,"Agua de chilacayota",,,,,
05_B_0002,"Agua de horchata",,,,,
05_B_0003,"Agua de limón con nieve",,,,,
05_B_0004,"Nieve de limón","24.2 g","101 kcal","0.2 g",,
05_B_0005,"Agua de frutas","17.5 g","70 kcal",,,
05_B_0006,"Amarillo de res",,,,,
05_B_0007,Arroz,,,,,
05_B_0008,Asiento,,"45 kcal","5 g",,
05_B_0009,"Atole blanco 1",,,,,
05_B_0010,"Barbacoa de borrego",,,,,
05_B_0011,"Barbacoa de chivo",,,,,
05_B_0012,"Caldillo de quintoniles",,,,,
05_B_0013,"Caldo de pollo",,,,,
05_B_0014,"Caldo de res",,,,,
05_B_0015,"Carne frita en salsa",,,,,
05_B_0016,"Salsa de chile",,,,,
05_B_0017,"Cegueza de res",,,,,
05_B_0018,"Champiñones con nopales",,,,,
05_B_0019,Champurrado,,,,,
05_B_0020,"Atole blanco 2",,,,,
05_B_0021,Chapulines,,,,,
05_B_0022,Chicharrón,,"600 kcal","39 g",,
05_B_0023,"Chicharrón en salsa verde",,,,,
05_B_0024,"Chile relleno",,,,,
05_B_0025,Chintesle,"53 g","351 kcal","8.6 g",,
05_B_0026,"Chocolate en barra",,,,,
05_B_0027,"Chocolate de agua",,,,,
05_B_0028,"Chocolate atole",,,,,
05_B_0029,Coloradito,,,,,
05_B_0030,"Enchiladas de coloradito","32 g","332 kcal","15 g",,
05_B_0031,"Tortilla de maíz amarillo","45.3 g","213 kcal","1.9 g",,
05_B_0032,Entomatadas,,,,,
05_B_0033,"Queso fresco","0 g","145 kcal","4 g",,
05_B_0034,Enmoladas,,,,,
05_B_0035,"Tortillas de maíz","45.3 g","213 kcal","1.9 g",,
05_B_0036,"Empanadas de flor de calabaza",,,,,
05_B_0037,Quesillo,"3 g","317 kcal","22 g",,
05_B_0038,"Empanadas de amarillo",,,,,
05_B_0039,Amarillo,,,,,
05_B_0040,"Espeso de chepiles",,,,,
05_B_0041,"Frijoles cocidos",,,,,
05_B_0042,"Frijoles con chicharrón",,,,,
05_B_0043,"Frijoles con nopales",,,,,
05_B_0044,"Garbanzos dulces",,,,,
05_B_0045,"Garbanzoz molido",,,,,
05_B_0046,"Guía de calabaza",,,,,
05_B_0047,Higaditos,,,,,
05_B_0048,Memelitas,,,,,
05_B_0049,"Pasta de frijol",,,,,
05_B_0050,"Salsa de chile largo",,,,,
05_B_0051,Mezcal,,,,,
05_B_0052,"Mole negro",,,,,
05_B_0053,"Pan tostado","73.8 g","387 kcal","6.5 g",,
05_B_0054,Moronga,"1.28 g","176 kcal","12.9 g",,
05_B_0055,"Nieve de tuna",,,,,
05_B_0056,"Nopales con champiñones",,,,,
05_B_0057,Quesillo,"3 g","317 kcal","22 g",,
05_B_0058,"Sal de chapulín",,,,,
05_B_0059,"Salsa de huevo",,,,,
05_B_0060,"Salsa de jitomate",,,,,
05_B_0061,"Salsa de miltomate",,,,,
05_B_0062,"Sopa de guías",,,,,
05_B_0063,"Tacos enchilados",,,,,
05_B_0064,"Tamal de amarillo",,,,,
05_B_0065,"Tamal de chepil",,,,,
05_B_0066,"Tamal de frijol",,,,,
05_B_0067,"Tamal de mole",,,,,
05_B_0068,"Tamal de rajas",,,,,
05_B_0069,Tejate,,,,,
05_B_0070,Tlayuda,,,,,
05_B_0071,"Tlayuda preparada",,,,,
05_B_0072,"Tlayuda con tasajo",,,,,
05_B_0073,Tostada,,,,,
05_B_0074,"Tostada de chile ajo",,,,,
05_B_0075,Nicuatole,,,,,
05_B_0076,"Pan dulce","50.8 g","383 kcal","21.6 g",,
05_B_0077,"Pan de muerto","50.8 g","383 kcal","21.6 g",,
05_B_0078,"Empanada de queso",,,,,
05_B_0079,Enfrijoladas,,,,,
05_B_0080,"Enmoladas con tasajo",,,,,
05_B_0081,Estofado,,,,,
05_B_0082,"Mole negro con pollo",,,,,
05_B_0083,Molotes,,,,,
05_B_0084,"Sal de gusano",,,,,
05_B_0085,"Enfrijoladas con tasajo",,,,,
05_B_0086,Café,,,,,
05_B_0087,"Pan amarillo",,,,,
05_B_0088,"Torta de guajolote",,,,,
05_B_0089,"Botana oaxaqueña",,,,,
05_B_0090,Guacamole,,,,,
05_B_0091,"Salsa verde",,,,,
05_B_0092,Panela,,,,,
05_B_0093,Chorizo,"0 g","177 kcal","11.8 g",,
05_B_0094,"Manteca de cerdo","100 g","90 Kcal",,,
05_C_0001,"Azúcar roja",,,,,
05_C_0002,"Harina de trigo",,,,,
05_C_0003,Aceite,,,,,
06_A_0001,Piñuela,"9.9 g","52 kcal","0.2 g","1.2 g",
06_A_0002,Guanabana,"14.9 g","60 kcal","0.4 g","1 g",
06_A_0003,Saramuyo,"24.6 g","96 kcal","0.2 g","1.6 g",
06_A_0004,Cocoyol,"8.4 g","296 kcal","0.4 g","2.4 g",
06_A_0005,Piña,"13.7 g","52 kcal","0.2 g","0.4 g",
06_A_0006,Pitahaya,"13.2 g","54 kcal","0.4 g","1.4 g",
06_A_0007,Carambola,"9.38 g","38 kcal","0.08 g","0.38 g",
06_A_0008,Papaya,"8.3 g","32 kcal","0.1 g","0.5 g",
06_A_0009,Sandia,"5.3 g","22 kcal","0.1 g","0.5 g",
06_A_0010,Melón,"6.2 g","25 kcal","0.1 g","0.5 g",
06_A_0011,"Zapote negro","15 g","66 kcal","1.2 g","0.7 g",
06_A_0012,Chicozapote,"23 g","94 kcal","1.1 g","0.5 g",
06_A_0013,Grosella,"5.6 g","31 kcal","1 g",,
06_A_0014,Tamarindo,"71.8 g","272 kcal","0.4 g","3.1 g",
06_A_0015,Aguacate,"6.6 g","110 kcal","9.9 g","1.5 g",
06_A_0016,Nance,"14.4 g","66 kcal","1.3 g","0.9 g",
06_A_0017,Platano,"81.2 g","305 kcal","0.4 g","2.8 g",
06_A_0018,"Platano macho","29 g","110 kcal","0.2 g","1.2 g",
06_A_0019,Guayaba,"17.3 g","69 kcal","0.4 g","0.9 g",
06_A_0020,"Caña de azúcar","20.5 g","82 kcal","0.1 g","0.3 g",
06_A_0021,Cilantro,"23 g","32 kcal","2.8 g","2.1 g",
06_A_0022,Lima,"8.4 g","30 kcal","0.6 g","0.7 g",
06_A_0023,Toronja,"9.6 g","38 kcal","0.2 g","0.6 g",
06_A_0024,Mandarina,"10.9 g","43 kcal","0.2 g","0.7 g",
06_A_0025,"Naranja dulce","10.5 g","42 kcal","0.2 g","0.8 g",
06_A_0026,Caimito,"14.5 g","68 kcal","1.6 g","0.8 g",
06_A_0027,"Zapote mamey","31.1 g","121 kcal","0.4 g","1.7 g",
06_A_0028,"Calabaza semillas","14.4 g","547 kcal","45.8 g","30.3 g",
06_A_0029,Epazote,"7.6 g","42 kcal","0.7 g","3.8 g",
06_A_0030,"Pepino kat","26.1 g","150 kcal","4.9 g","4.5 g",
06_A_0031,Cebolla,"9.7 g","45 kcal","0.2 g","1.4 g",
06_A_0032,Zanahoria,"8.9 g","41 kcal","0.4 g","0.8 g",
06_A_0033,"Pepino blanco","3.6 g","16 kcal","0.1 g","0.6 g",
06_A_0034,Repollo,"5.3 g","30 kcal","0.1 g","2 g",
06_A_0035,Rábano,"9.9 g","52 kcal","0.5 g","2.8 g",
06_A_0036,Camote,"84.4 g","355 kcal","0.8 g","1.6 g",
06_A_0037,Chayote,"7.7 g","31 kcal","0.2 g","0.9 g",
06_A_0038,Chaya,"10.7 g","64 kcal","1.3 g","6.2 g",
06_A_0039,Jicama,"10.6 g","45 kcal","0.1 g","1.2 g",
06_A_0040,Espelón,"10 g","47 kcal","0.3 g","3.6 g",
06_A_0041,Yerbabuena,"7.7 g","45 kcal","1.3 g","2.7 g",
06_A_0042,Maíz,"45.3 g","210 kcal","1.8 g","4.6 g",
06_A_0043,Tomate,"6.8 g","32 kcal","0.4 g","1.6 g",
06_A_0044,Remolacha,,,,,
06_A_0045,Anona,"23.7 g","102 kcal","0.3 g","2.7 g",
06_A_0046,"Naranja agria",,,,,
06_B_0001,"Agua de guanabana y malteadas de guanabana",,,,,
06_B_0002,"Agua de Saramuyo",,,,,
06_B_0003,"Agua de piña",,,,,
06_B_0004,"Agua de pitahaya con limón",,,,,
06_B_0005,"Licuado de papaya",,,,,
06_B_0006,"Agua de sandia",,,,,
06_B_0007,"Agua de melón",,,,,
06_B_0008,"Agua de tamarindo",,,,,
06_B_0009,"Agua de nance",,,,,
06_B_0010,"Jugo de tomate",,,,,
06_B_0011,"Agua de mandarina",,,,,
06_B_0012,"Agua de naranja",,,,,
06_B_0013,"Champola y malteadas de zapote mamey",,,,,
06_B_0014,"Jugo de zanahoria",,,,,
06_B_0015,"Agua de piña con chaya",,,,,
06_B_0016,Jicama,,,,,
06_B_0017,Pozol,,,,,
06_B_0018,"Jugo de tomate",,,,,
06_B_0019,"Jugo de remolacha",,,,,
06_C_0001,"Sopa de pasta",,,,,
07_A_0001,"Quelite cenizo",,,,,
07_A_0002,"Quelite mostaza",,,,,
07_A_0003,"Quelite lengua de vaca",,,,,
07_A_0004,Pichekuas,,,,,
07_A_0005,"Quelite quintonil",,,,,
07_A_0006,Frijoles,,,,,
07_A_0007,"Epazatote del zorrillo",,,,,
07_A_0008,"Hierba del borracho",,,,,
07_A_0009,"Maíz blanco",,,,,
07_A_0010,Cilantro,,,,,
07_A_0011,"Chile verde",,,,,
07_A_0012,Lechuga,,,,,
07_A_0013,"Chiles guajillos",,,,,
07_A_0014,Trigo,,,,,
07_A_0015,Chilacayote,,,,,
07_A_0016,Anís,,,,,
07_A_0017,Habas,,,,,
07_A_0018,Maíz,,,,,
07_A_0019,"Verdolaga quelite",,,,,
07_A_0020,"Flor de calabaza",,,,,
07_A_0021,"Hojas de maíz morado",,,,,
07_A_0022,"Semillas de  calabaza",,,,,
07_A_0023,Jitomate,,,,,
07_A_0024,Huevo,,,,,
07_A_0025,"Chile poblano",,,,,
07_A_0026,Charal,,,,,
07_A_0027,"Pescado blanco",,,,,
07_A_0028,Calabacitas,,,,,
07_A_0029,Arroz,,,,,
07_A_0030,Avena,,,,,
07_A_0031,Papa,,,,,
07_A_0032,"Torreznos de  guarás",,,,,
07_A_0033,Pollo,,,,,
07_A_0034,"Hojas blancas de maíz",,,,,
07_A_0035,Tomates,,,,,
07_A_0036,Cebolla,,,,,
07_A_0037,"Carne de puerco",,,,,
07_A_0038,Hierbabuena,,,,,
07_A_0039,"Maíz purépecha",,,,,
07_A_0040,Tamarindo,,,,,
07_A_0041,"Hoja de milpa",,,,,
07_A_0042,Chayote,,,,,
07_A_0043,Col,,,,,
07_A_0044,Zanahoria,,,,,
07_A_0045,"Carne de res",,,,,
07_A_0046,"Chile negro",,,,,
07_A_0047,"Chile ancho",,,,,
07_A_0048,"Chille mulato",,,,,
07_A_0049,Ajonjolí,,,,,
07_A_0050,Almendras,,,,,
07_A_0051,Canela,,,,,
07_A_0052,Ajo,,,,,
07_A_0053,Guajolote,,,,,
07_A_0054,Nueces,,,,,
07_A_0055,Tejocotes,,,,,
07_A_0056,Cecina,,,,,
07_A_0057,"Ardilla voladora",,,,,
07_A_0058,Conejo,,,,,
07_A_0059,Lentejas,,,,,
07_A_0060,"Hongos amarillos",,,,,
07_A_0061,"Hongo rugoso",,,,,
07_A_0062,"Hongo pata de pájaro",,,,,
07_A_0063,Panterecos,,,,,
07_A_0064,Yarinterecos,,,,,
07_A_0065,"Orejas de ratón",,,,,
07_A_0066,"Trompa de puerco",,,,,
07_A_0067,"Hongo milpero",,,,,
07_A_0068,Nopales,,,,,
07_A_0069,Durazno,,,,,
07_A_0070,Manzano,,,,,
07_A_0071,Zarzamora,,,,,
07_A_0072,Tuna,,,,,
07_A_0073,Pera,,,,,
07_A_0074,Higo,,,,,
07_A_0075,Membrillo,,,,,
07_A_0076,Toronjil,,,,,
07_A_0077,Ciruela,,,,,
07_A_0078,"Maíz pozolero",,,,,
07_A_0079,Capulín,,,,,
07_A_0080,Aguacate,,,,,
07_A_0081,Miel,,,,,
07_A_0082,"Larvas de panal",,,,,
07_A_0083,Melón,,,,,
07_A_0084,Naranja,,,,,
07_A_0085,Plátano,,,,,
07_A_0086,Mango,,,,,
07_A_0087,Papaya,,,,,
07_A_0088,"Zapote blanco",,,,,
07_A_0089,Pitaya,,,,,
07_A_0090,Jícama,,,,,
07_A_0091,Pepino,,,,,
07_A_0092,Cacahuate,,,,,
07_A_0093,Mandarina,,,,,
07_A_0094,Sandía,,,,,
07_A_0095,Guayaba,,,,,
07_A_0096,Lima,,,,,
07_A_0097,Piña,,,,,
07_A_0098,Mamey,,,,,
07_A_0099,Fresa,,,,,
07_A_0100,Toronja,,,,,
07_A_0101,Camarón,,,,,
07_A_0102,Soya,,,,,
07_A_0103,Limón,,,,,
07_A_0104,Rábano,,,,,
07_A_0105,Pimentones,,,,,
07_A_0106,Orégano,,,,,
07_A_0107,Coliflor,,,,,
07_A_0108,Leche,,,,,
07_A_0109,"Sal de grano",,,,,
07_A_0110,"Manteca de cerdo",,,,,
07_A_0111,"Carne de res",,,,,
07_B_0001,"Quesadilla de flor de calabaza",,,,,
07_B_0002,"Tamales de harina",,,,,
07_B_0003,"Habas de albóndigas",,,,,
07_B_0004,"Atole de grano",,,,,
07_B_0005,"Atápakua de semillas de calabaza o chilacayote",,,,,
07_B_0006,"Atápakua de flor de calabaza",,,,,
07_B_0007,"kamata de nurite (atole de nurite)",,,,,
07_B_0008,"Dulce de calabaza",,,,,
07_B_0009,"Pozole de trigo",,,,,
07_B_0010,"Frijoles de la olla",,,,,
07_B_0011,"Nurite/Kamata de nurite/Atole de nurite",,,,,
07_B_0012,"Dulce de chilacayote",,,,,
07_B_0013,"Atole de anís",,,,,
07_B_0014,"Habas de calzon/ o  en albóndiga",,,,,
07_B_0015,"Atapakua de quelite de verdolaga",,,,,
07_B_0016,"Tamales de trigo",,,,,
07_B_0017,"Atapakua de semillas de calabaza",,,,,
07_B_0018,"Chiles rellenos",,,,,
07_B_0019,"Caldo de pescado",,,,,
07_B_0020,Arroz,,,,,
07_B_0021,"Atole de avena",,,,,
07_B_0022,Albóndigas,,,,,
07_B_0023,"Bistec asado",,,,,
07_B_0024,"Tortas de papa",,,,,
07_B_0025,"Torreznos de uasi",,,,,
07_B_0026,Uchepos,,,,,
07_B_0027,Nakatamal,,,,,
07_B_0028,"Tamal de elote tierno",,,,,
07_B_0029,"Atole de chaqueta",,,,,
07_B_0030,"Atole de tamarindo",,,,,
07_B_0031,Korunda,,,,,
07_B_0032,Churipo,,,,,
07_B_0033,Mole,,,,,
07_B_0034,Tokeras,,,,,
07_B_0035,"Pan de trigo",,,,,
07_B_0036,"Chayotes cocidos",,,,,
07_B_0037,"Chicharrón de puerco",,,,,
07_B_0038,Cecina,,,,,
07_B_0039,"Atole blanco",,,,,
07_B_0040,Pinole,,,,,
07_B_0041,Ponteduro,,,,,
07_B_0042,"Frijoles fritos",,,,,
07_B_0043,"Atole de chocolate",,,,,
07_B_0044,Chical,,,,,
07_B_0045,Pozole,,,,,
07_B_0046,Piloncillo,,,,,
07_B_0047,Tortilla,,,,,
07_B_0048,Bolillo,,,,,
07_B_0049,"Queso Oaxaca",,,,,
07_B_0050,Queso,,,,,
07_B_0051,"Queso o requesón",,,,,
07_B_0052,"Atole de pinole",,,,,
07_C_0001,"Harina de trigo",,,,,
07_C_0002,"Levadura madre",,,,,
07_C_0003,Azúcar,,,,,
07_C_0004,Sopas,,,,,
07_C_0005,"Tablillas de chocolate",,,,,
07_C_0006,"Arena especial",,,,,
07_C_0007,Royal,,,,,
08_A_0001,Maíz,,,,,
08_A_0002,"Maíz criollo blanco",,,,,
08_A_0003,"Maíz amarillo",,,,,
08_A_0004,"Maíz negro",,,,,
08_A_0005,"Maíz rojo",,,,,
08_A_0006,Jilote,,,,,
08_A_0007,"Chile seco de árbol",,,,,
08_A_0008,"Chile seco de Carranza",,,,,
08_A_0009,"Chile verde (o rojo)",,,,,
08_A_0010,"Chile manzano",,,,,
08_A_0011,Chile,,,,,
08_A_0012,"Chile pico de paloma",,,,,
08_A_0013,"Chile Simojovel",,,,,
08_A_0014,"Chile habanero",,,,,
08_A_0015,"Tomate rojo",,,,,
08_A_0016,"Tomate chiquito",,,,,
08_A_0017,Jaltomate,,,,,
08_A_0018,"Tomate de cáscara",,,,,
08_A_0019,"Tomate de palo",,,,,
08_A_0020,"Espina de monte",,,,,
08_A_0021,Tsuy,,,,,
08_A_0022,"Verdura 1",,,,,
08_A_0023,"Verdura 2",,,,,
08_A_0024,Achicoria,,,,,
08_A_0025,Chicoria,,,,,
08_A_0026,"Chan te'",,,,,
08_A_0027,Berro,,,,,
08_A_0028,"Verdura 3",,,,,
08_A_0029,Bledo,,,,,
08_A_0030,Bledo,,,,,
08_A_0031,"Verdura 4",,,,,
08_A_0032,"Verdura 5",,,,,
08_A_0033,"Verdura 6",,,,,
08_A_0034,"Cilantro de espina",,,,,
08_A_0035,"Cebolla blanca",,,,,
08_A_0036,"Cebolla roja",,,,,
08_A_0037,Cebollín,,,,,
08_A_0038,Nopal,,,,,
08_A_0039,Mesté,,,,,
08_A_0040,"Verdura 7",,,,,
08_A_0041,"Verdura 8",,,,,
08_A_0042,"Verdura 9",,,,,
08_A_0043,"Verdura 10",,,,,
08_A_0044,Cacahuate,,,,,
08_A_0045,"Guaje de castilla",,,,,
08_A_0046,Cacaté,,,,,
08_A_0047,"Piñon manso",,,,,
08_A_0048,"Rábano silvestre",,,,,
08_A_0049,Rábano,,,,,
08_A_0050,"Rábano largo",,,,,
08_A_0052,Plátano,,,,,
08_A_0053,Guineo,,,,,
08_A_0054,Guineo,,,,,
08_A_0055,Aguacate,,,,,
08_A_0056,Aguacate,,,,,
08_A_0057,Chinini,,,,,
08_A_0058,Aguacate,,,,,
08_A_0059,Naranja,,,,,
08_A_0060,Lima,,,,,
08_A_0061,Limón,,,,,
08_A_0062,"Limón mandarina",,,,,
08_A_0063,Citrón,,,,,
08_A_0064,Guayaba,,,,,
08_A_0065,Mango,,,,,
08_A_0066,Jocote,,,,,
08_A_0067,Guanábana,,,,,
08_A_0068,Níspero,,,,,
08_A_0069,Mora,,,,,
08_A_0070,Ciruela,,,,,
08_A_0071,Durazno,,,,,
08_A_0072,"Durazno blanco",,,,,
08_A_0073,"Durazno durango amarillo",,,,,
08_A_0074,"Durazno melocotón",,,,,
08_A_0075,"Durazno prisco",,,,,
08_A_0076,Pera,,,,,
08_A_0077,Manzana,,,,,
08_A_0078,Curuba,,,,,
08_A_0079,Coyol,,,,,
08_A_0080,Piñuelo,,,,,
08_A_0081,"Papaya de monte",,,,,
08_A_0082,Granadilla,,,,,
08_A_0083,"Tuna color anaranjado",,,,,
08_A_0084,"Zapote amarillo",,,,,
08_A_0085,"Zapote blanco",,,,,
08_A_0086,"Zapote negro",,,,,
08_A_0087,Chicozapote,,,,,
08_A_0088,Chalum,,,,,
08_A_0089,Tselel,,,,,
08_A_0090,Paterna,,,,,
08_A_0091,Nants,,,,,
08_A_0092,Pomarrosa,,,,,
08_A_0093,"Caña de azúcar",,,,,
08_A_0094,Momo,,,,,
08_A_0095,"Epazote rojo",,,,,
08_A_0096,Hierbabuena,,,,,
08_A_0097,Perejil,,,,,
08_A_0098,Albajaca,,,,,
08_A_0099,Té,,,,,
08_A_0100,Café,,,,,
08_A_0101,"Larva de mariposa",,,,,
08_A_0102,Mariposa,,,,,
08_A_0103,"Larva de mariposa",,,,,
08_A_0104,Langosta,,,,,
08_A_0105,Hormiga,,,,,
08_A_0106,"Larva de coleóptero",,,,,
08_A_0107,"Escarabajo con cuerno",,,,,
08_A_0108,"Panal de avispa ylarvas",,,,,
08_A_0109,"Panal de avispa ylarvas",,,,,
08_A_0110,"Panal de avispa ylarvas",,,,,
08_A_0111,"Chapulín color café",,,,,
08_A_0112,"Chapulín color verde",,,,,
08_A_0113,"Miel del panal de la abeja",,,,,
08_A_0114,Escarabajo,,,,,
08_A_0115,Araña,,,,,
08_A_0116,Yuyo,,,,,
08_A_0117,"Hongo del maíz",,,,,
08_A_0118,Hongo,,,,,
08_A_0119,"Hongo ánfora amarilla",,,,,
08_A_0120,"Hongo en empanada",,,,,
08_A_0121,Hongo,,,,,
08_A_0122,Hongo,,,,,
08_A_0123,"Hongo oreja",,,,,
08_A_0124,Hongo,,,,,
08_A_0125,Hongo,,,,,
08_A_0126,Hongo,,,,,
08_A_0127,Hongo,,,,,
08_A_0128,"Panza de vaca",,,,,
08_A_0129,Hongo,,,,,
08_A_0130,"Verdura blanca",,,,,
08_A_0131,"Oreja de toro",,,,,
08_A_0132,Setas,,,,,
08_A_0133,Tuza,,,,,
08_A_0134,"Rata de monte",,,,,
08_A_0135,Armadillo,,,,,
08_A_0136,Tlacuache,,,,,
08_B_0001,"Tortilla de maíz blanco",,,,,
08_B_0002,"Tortilla de maíz amarillo",,,,,
08_B_0003,"Tortilla de maíz negro",,,,,
08_B_0004,"Tortilla de frijol molido",,,,,
08_B_0005,"Tortilla de elote",,,,,
08_B_0006,"Tortilla de maíz con guineo",,,,,
08_B_0007,"Tortillas doblada con hongos silvestres",,,,,
08_B_0008,"Tortillas doblada con champiñones",,,,,
08_B_0009,"Tortillas curativa",,,,,
08_B_0010,Tostada,,,,,
08_B_0011,"Tostada de elote",,,,,
08_B_0012,"Tostada de frijol",,,,,
08_B_0013,Memela,,,,,
08_B_0014,"Memela de calabaza",,,,,
08_B_0015,"Memela de frijol",,,,,
08_B_0016,Chinculguaj,,,,,
08_B_0017,"Quesadillas de tsuy",,,,,
08_B_0018,"Chile atol",,,,,
08_B_0019,"Masa para chilmole",,,,,
08_B_0020,"Masa de maíz cocida con hongos",,,,,
08_B_0021,Bocoliche,,,,,
08_B_0022,Matzuich,,,,,
08_B_0023,"Masa de maíz cocida con puntas de chayote y epazote",,,,,
08_B_0024,"Masa de maíz cocida con camotillos (papas pequeñas)",,,,,
08_B_0025,Posol,,,,,
08_B_0026,"Posol (pozol) bueno",,,,,
08_B_0027,"Posol agrio",,,,,
08_B_0028,"Posol con moho",,,,,
08_B_0029,"Posol de elote",,,,,
08_B_0030,"Posol reventado en caldo",,,,,
08_B_0031,"Atole de masa",,,,,
08_B_0032,"Atol agrio",,,,,
08_B_0033,"Atol de elote tierno",,,,,
08_B_0034,"Atol de maíz duro",,,,,
08_B_0035,"Atol de granillo",,,,,
08_B_0036,"Atol de maíz sin nixtamalizar",,,,,
08_B_0037,"Atol ceremonial",,,,,
08_B_0038,"Atol chiloso",,,,,
08_B_0039,Pinole,,,,,
08_B_0040,"Elote asado",,,,,
08_B_0041,"Elote hervido",,,,,
08_B_0042,"Sopa de elote",,,,,
08_B_0043,"Tamal de frijol tierno o todopinto",,,,,
08_B_0044,"Tamal de frijol molido (tamal ritual)",,,,,
08_B_0045,"Tamal enrollado con polvo de frijol",,,,,
08_B_0046,"Tamal de mumu",,,,,
08_B_0047,"Tamal de masa simple",,,,,
08_B_0048,"Tamal de manteca",,,,,
08_B_0049,"Tamal de verdura con pollo",,,,,
08_B_0050,"Tamal de elote",,,,,
08_B_0051,"Tamal de frijol (blanco)",,,,,
08_B_0052,"Tamal de chipilín",,,,,
08_B_0053,"Tamal baksit chícharo",,,,,
08_B_0054,"Tamal baksit haba",,,,,
08_B_0055,"Dulce de maíz",,,,,
08_B_0056,"Palomitas de maíz",,,,,
08_B_0057,Chicha,,,,,
08_B_0058,"Licor de maíz",,,,,
08_B_0059,"Tallo joven del maíz",,,,,
08_B_0060,"Caldo de frijol rojo",,,,,
08_B_0061,"Caldo de frijol negro (de vara)",,,,,
08_B_0062,"Caldo de frijol (enredo)",,,,,
08_B_0063,"Caldo de frijol colorado",,,,,
08_B_0064,"Caldo de frijol negro de suelo)",,,,,
08_B_0065,"Caldo de frijol blanco",,,,,
08_B_0066,"Caldo de frijol gatillo pinto (café con rayas negras)",,,,,
08_B_0067,"Caldo de frijol de vara amarillo",,,,,
08_B_0068,"Caldo de frijol de vara café brillante",,,,,
08_B_0069,"Caldo de frijol cuarentano (negro)",,,,,
08_B_0070,"Caldo de frijol negro",,,,,
08_B_0071,"Caldo de frijol botil",,,,,
08_B_0072,"Caldo de frijol ibes",,,,,
08_B_0073,"Caldo de frijol con chilacayote",,,,,
08_B_0074,"Caldo de frijol patashate con pepita de calabaza",,,,,
08_B_0075,"Caldo de frijol con hierbamora",,,,,
08_B_0076,"Caldo de frijol con tsuy",,,,,
