alimento_id,alimento,Carbohidratos,Energía,Lípidos,Proteína,Sodio
11_A_0070,Mamey,,,,,
11_A_0071,Melón,,,,,
11_A_0072,Piña,,,,,
11_A_0073,Plátano,,,,,
11_A_0074,Papaya,,,,,
11_A_0075,Sandía,,,,,
11_A_0076,Tamarindo,,,,,
11_A_0077,Jamaica,,,,,
11_A_0078,Uva,,,,,
11_A_0079,Tuna,,,,,
11_A_0080,Cacahuate,,,,,
11_A_0081,Mora,,,,,
11_A_0082,Níspero,,,,,
11_A_0083,Tejocote,,,,,
11_A_0084,Zapote,,,,,
11_A_0085,Amaranto,,,,,
11_A_0086,Arroz,,,,,
11_A_0087,Avena,,,,,
11_A_0088,Camote,,,,,
11_A_0089,"Maíz palomero",,,,,
11_A_0090,Papa,,,,,
11_A_0091,"Raíz de chayote",,,,,
11_A_0092,"Chícharo seco",,,,,
11_A_0093,Garbanzo,,,,,
11_A_0094,"Haba seca",,,,,
11_A_0095,Lenteja,,,,,
11_A_0096,"Carne de cerdo",,,,,
11_A_0097,"Carne de res y ternera",,,,,
11_A_0098,Pollo,,,,,
11_A_0099,Carnero,,,,,
11_A_0100,Guajolote,,,,,
11_A_0101,"Leche fresca de vaca",,,,,
11_A_0102,"Huevo de gallina",,,,,
11_A_0103,Canela,,,,,
11_A_0104,Cacao,,,,,
11_A_0105,"Aguacate Hass",,,,,
11_A_0106,"Manteca de cerdo",,,,,
11_A_0107,Ajonjolí,,,,,
11_A_0108,Almendra,,,,,
11_A_0109,Chía,,,,,
11_A_0110,Miel,,,,,
11_A_0111,"Clavo de olor",,,,,
11_A_0112,"Pimienta negra",,,,,
11_A_0113,Sal,,,,,
11_A_0114,Agua,,,,,
11_A_0115,Pasas,,,,,
11_A_0116,"Camarón seco",,,,,
11_A_0117,"Charales secos",,,,,
11_B_0001,"Mole negro con pollo",,,,,
11_B_0002,"Caldo amarillo",,,,,
11_B_0003,"Tamal agrio",,,,,
11_B_0004,"Tamal de puerco",,,,,
11_B_0005,"Pan tradicional",,,,,
11_B_0006,Sende,,,,,
11_B_0007,Pulque,,,,,
11_B_0008,"Lengua de vaca en pipian",,,,,
11_B_0009,"Atole de cacao/Atole negro",,,,,
11_B_0010,"Hongos de llano en salsa roja",,,,,
11_B_0011,Ponche,,,,,
11_B_0012,Atole,,,,,
11_B_0013,"Agua de guayaba",,,,,
11_B_0014,"Agua de jamaica",,,,,
11_B_0015,"Agua de lima",,,,,
11_B_0016,"Agua de limón",,,,,
11_B_0017,"Agua de naranja",,,,,
11_B_0018,"Agua de naranja agría",,,,,
11_B_0019,"Agua de tamarindo",,,,,
11_B_0020,"Agua de tuna",,,,,
11_B_0021,"Agua de zarzamora",,,,,
11_B_0022,"Agua de granada china",,,,,
11_B_0023,Avena,,,,,
11_B_0024,"Te limón (zacate)",,,,,
11_B_0025,"Te de hojas de naranja",,,,,
11_B_0026,"Te de monte (nurite)",,,,,
11_B_0027,"Arroz con leche",,,,,
11_B_0028,"Arroz rojo con zanahoria",,,,,
11_B_0029,"Atole con piloncillo",,,,,
11_B_0030,"Atole de guayaba",,,,,
11_B_0031,"Chocolate de agua",,,,,
11_B_0032,Alegría,,,,,
11_B_0033,"Bistec de res asado",,,,,
11_B_0034,"Bistec con chile negro",,,,,
11_B_0035,"Calabaza en tacha",,,,,
11_B_0036,"Camote cocido",,,,,
11_B_0037,"Carne de cerdo con chilacayotes en mole de diario",,,,,
11_B_0038,"Carnitas michoacanas",,,,,
11_B_0039,"Chayote cocido",,,,,
11_B_0040,"Chicharrón en salsa verde",,,,,
11_B_0041,"Chiles rellenos de queso añejo",,,,,
11_B_0042,"Chuales (huazontle)",,,,,
11_B_0043,"Consome de pollo con menudencias",,,,,
11_B_0044,"Ejotes con huevo",,,,,
11_B_0045,Esquites,,,,,
11_B_0046,"Frijoles de olla",,,,,
11_B_0047,"Frijoles refritos",,,,,
11_B_0048,"Huevo al comal/Huevo estrellado",,,,,
11_B_0049,"Jícamas con chile y limón",,,,,
11_B_0050,"Nopal asado",,,,,
11_B_0051,"Palanqueta con cacahuate",,,,,
11_B_0052,Palomitas,,,,,
11_B_0053,"Papas en chile guajillo",,,,,
11_B_0054,"Patoles con nopales y chile manzano",,,,,
11_B_0055,"Pinole de chícharo",,,,,
11_B_0056,"Pollo en mole de olla",,,,,
11_B_0057,"Quelites guisados",,,,,
11_B_0058,"Quesadilla de hongos",,,,,
11_B_0059,"Revoltijo con tortas de camarón seco",,,,,
11_B_0060,"Salpicón de gallo/ salsa pico de gallo",,,,,
11_B_0061,"Ensalada de nopal",,,,,
11_B_0062,"Sopa de arrroz con chícharos y zanahorias",,,,,
11_B_0063,"Sopa de habas secas",,,,,
11_B_0064,"Sopa de hongos capón con verdolagas y calabacitas",,,,,
11_B_0065,"Sopa de lentejas",,,,,
11_B_0066,"Sopa de verduras",,,,,
11_B_0067,"Taco con ajonjoli molido y guisado",,,,,
11_B_0068,"Tacos de charales al comal con salsa de chile manzano",,,,,
11_B_0069,"Tacos de huitlacoche y flor de calabaza",,,,,
11_B_0070,"Tacos de guía de chayotillo",,,,,
11_B_0071,"Tacos de requesón, rajas, nopal y salsa",,,,,
11_B_0072,"Torta de conserva",,,,,
11_B_0073,"Salsa de molcajete",,,,,
11_B_0074,"Salsa de molcajete de Tinguaraco y chile manzano",,,,,
11_B_0075,"Tamales de ceniza",,,,,
11_B_0076,"Tostadas de frijol con crema, salsa, queso rallado y col",,,,,
11_B_0077,"Tostadas de garbanzo al comal con salsa",,,,,
11_B_0078,"Trigo cocido con higos",,,,,
11_B_0079,Café,,,,,
11_B_0080,"Tortilla de maíz nixtamalizada",,,,,
11_B_0081,"Tortilla de maíz",,,,,
11_B_0082,"Pan de rancho",,,,,
11_B_0083,"Tortilla de maíz azul",,,,,
11_B_0084,"Salsa de chile",,,,,
11_B_0085,Rosquete,,,,,
11_B_0086,"Tostada al comal con mole",,,,,
11_B_0087,"Leche con café",,,,,
11_B_0088,"Salsa de tomate verde",,,,,
11_B_0089,Nopales,,,,,
11_B_0090,"Pan dulce",,,,,
11_B_0091,"Guarnición de ensalda verde",,,,,
11_B_0092,Queso,,,,,
11_B_0093,"Queso asadero",,,,,
11_B_0094,"Queso añejo",,,,,
11_B_0095,"Queso Oaxaca",,,,,
11_B_0096,Requeson,,,,,
11_B_0097,Chorizo,,,,,
11_B_0098,Chicharron,,,,,
11_B_0099,Piloncillo,,,,,
11_C_0001,"Sopa de pasta",,,,,
11_C_0002,"Fecula de maíz",,,,,
11_C_0003,"Galleta de animalito",,,,,
11_C_0004,"Galleta maría",,,,,
11_C_0005,"Harina de trigo",,,,,
11_C_0006,"Harina de arroz",,,,,
11_C_0007,"Harina de maíz",,,,,
11_C_0008,"Harina nixtamalizada",,,,,
11_C_0009,"Pan blanco",,,,,
11_C_0010,"Pan dulce",,,,,
11_C_0011,"Granola estándar",,,,,
11_C_0012,"Soya texturizada",,,,,
11_C_0013,Salchicha,,,,,
11_C_0014,"Atún enlatado",,,,,
11_C_0015,"Pescado congelado",,,,,
11_C_0016,"Leche pasteurizada",,,,,
11_C_0017,"Yogurth natural",,,,,
11_C_0018,"Aceite comestible",,,,,
11_C_0019,"Crema natural",,,,,
11_C_0020,Azúcar,,,,,
11_C_0021,Gelatina,,,,,
11_C_0022,Vinagre,,,,,
11_C_0023,"Frutas en conserva",,,,,
11_C_0024,"Leche diconsa",,,,,
12_A_0001,"Achiote crudo","55.54 g",,"3.96 g","14.2 g",
12_A_0002,Aguacate,"4.82 g",,"2.46 g","1.37 g",
12_A_0003,Ajo,"33.06 g",,"0.5 g","6.36 g","19 mg"
12_A_0004,Ajonjolí,"24.05 g",,"50.87 g","18.08 g","60 mg"
12_A_0005,Albahaca,"50.02 g",,"15.9 g","17.6 g","16 mg"
12_A_0006,Almendra,"23.38 g",,"42.92 g","24.46 g",
12_A_0007,Café,"34.5 g",,"15.1 g","15.8 g",
12_A_0008,"Caimito morado","6 g",,"1.98 g","2 g",
12_A_0009,Calabaza,"5.78 g",,"0.03 g","1 g",
12_A_0010,Camote,"36.17 g",,"0.13 g","0.81 g",
12_A_0011,"Caña de azúcar","17.24 g",,"0.05 g","0.81 g",
12_A_0012,"Carne de armadillo","0 g",,"5.4 g","5.4 g",
12_A_0013,"Carne de borrego","0 g",,"19.4 g","18.2 g","80 mg"
12_A_0014,"Carne de cerdo","0 g",,"22.6 g","16.7 g","5.5 mg"
12_A_0015,"Carne de puerco de monte 1","0 g",,"6.2 g","19.8 g","82 mg"
12_A_0016,"Carne de puerco de monte 2","1 g",,"6.2 g","19.8 g","82 mg"
12_A_0017,"Carne de res","0 g",,"19.8 g","18.3 g","59 mg"
12_A_0018,"Cebolla blanca cruda","8.34 g",,"0.47 g","1.1 g","4 mg"
12_A_0019,"Cebollina rabo","1.46 g",,"0.47 g","1.87 g",
12_A_0020,"Chaya hoja cruda","7.28 g",,,"8.25 g",
12_A_0021,Chayote,"6.6 g",,"0.3 g","1 g","4 mg"
12_A_0022,"Chile ancho","50.32 g",,"9.75 g","11.5 g",
12_A_0023,"Chile cascabel seco","63.6 g",,"6.4 g","12.9 g",
12_A_0024,"Chile chipotle","3.5 g",,"4 g","1.4 g","236 mg"
12_A_0025,"Chile de monte","9.5 g",,"0.2 g","2 g","7 mg"
12_A_0026,"Chile guajillo",,,"8.6 g","11.6 g",
12_A_0027,"Chile habanero","5.3 g",,"8 g","2.2 g","7 mg"
12_A_0028,"Chile jalapeño","5.3 g",,"0.1 g","1.2 g","7 mg"
12_A_0029,Chipilín,"4.4 g",,"0.3 g","4 g",
12_A_0030,Cilantro,"4.72 g",,"0.34 g","2 g",
12_A_0031,"Ciruela chi-abal","8.17 g",,"0.04 g","0.81 g",
12_A_0032,Coco,"4.74 g",,"0.05 g","0.31 g",
12_A_0033,Corozo,"14.3 g",,"67.4 g","7.1 g",
12_A_0034,"Epazote crudo","4.72 g",,"0.2 g","2.12 g",
12_A_0035,"Flor de chihua","2.7 g",,,"1.4 g","5 mg"
12_A_0036,Frijol,"14.28 g",,"0.42 g","6 g",
12_A_0037,"Frijol nescafé tostado",,,"4.83 g","26.2 g",
12_A_0038,"Gallina ciega",,,"15.62 g","44.26 g",
12_A_0039,"Gallina de monte",,,"15.1 g","18.6 g","70 mg"
12_A_0040,Guanábana,"6.53 g",,"1.62 g","0.36 g",
12_A_0041,Guaya,"12 g",,,"1.75 g",
12_A_0042,Guayaba,"12.9 g",,"0.6 g","1.1 g","3 mg"
12_A_0043,"Hierba mostaza","4.7 g",,"0.4 g","2.9 g","20 mg"
12_A_0044,"Hierba santa","8.23 g",,"1.82 g","4.25 g",
12_A_0045,Hierbamora,,,"1.13 g","2.76 g",
12_A_0046,Hocofaisán,"11 g",,"18 g","15.8 g","21.67 mg"
12_A_0047,"Hoja de plátano",,,,,
12_A_0048,"Hongo de huitlacoche","68.5 g",,"7.35 g","16.55 g",
12_A_0049,"Hongos de los troncos","3.15 g",,"0.07 g",,
12_A_0050,"Hormiga arriera",,,"40.01 g","45.01 g","1800 mg"
12_A_0051,"Huevo de codorniz","0.4 g",,"11.1 g","13 g",
12_A_0052,"Huevo de pata","1.4 g",,"14.5 g","13 g","151 mg"
12_A_0053,"Huevo de pava","1.15 g",,"11.95 g","13.39 g","151 mg"
12_A_0054,"Huevo de toro","11.5 g",,"0.14 g",,
12_A_0055,"Huevo gallina","1.3 g",,"8.5 g","12.7 g","134.07 mg"
12_A_0056,Jitomate,"3.92 g",,"0.03 g","0.88 g","6 mg"
12_A_0057,"Leche de vaca",,,"3.45 g","3.38 g",
12_A_0058,"Leche humana","6.9 g",,"3.2 g","1.12 g","17 mg"
12_A_0059,Lenteja,"60.08 g",,"1.06 g","25.8 g","10 mg"
12_A_0060,Limón,"9.88 g",,"0.25 g","1.37 g",
12_A_0061,Loro1,,,"13.01 g","72.37 g",
12_A_0062,Loro2,,,,,
12_A_0063,Maíz,"73.53 g",,"5.01 g",,
12_A_0064,Makal,"25.46 g",,"0.2 g","1.5 g","11 mg"
12_A_0065,Mango,"9.01 g",,"0.02 g","0.81 g",
12_A_0066,"Manteca de cerdo",,,"100 g",,
12_A_0067,Marañón,"7.96 g",,"0.37 g","0.87 g",
12_A_0068,Mojarra,,,"2.7 g","16.8 g",
12_A_0069,"Naranja agria","13.38 g",,"0.63 g","1.5 g",
12_A_0070,"Naranja china","14.56 g",,"0.13 g","1.37 g",
12_A_0071,"Naranja dulce","12.67 g",,"0.09 g","1.74 g",
12_A_0072,Nopal,"5.6 g",,"0.06 g","0.7 g","4 mg"
12_A_0073,"Oregano (hoja) de la guesa","17.6 g",,"1.48 g","5 g",
12_A_0074,Papaya,"8.54 g",,"0.08 g","0.56 g",
12_A_0075,"Pavo de monte","1.1 g",,"18 g","15.8 g","21.67 mg"
12_A_0076,"Pavo de patio","1.1 g",,"18 g","15.8 g","21.67 mg"
12_A_0077,"Pepita de calabaza","2.7 g",,,"1.4 g",
12_A_0078,"Pepita de chihua","7.45 g",,"44 g","36.9 g",
12_A_0079,Perdiz,,,"19.8 g","18.5 g",
12_A_0080,"Perejil hojas","10.93 g",,"2.35 g","2.12 g",
12_A_0081,"Pescado de pantano",,,,"74 g",
12_A_0082,"Pimienta negra","64.81 g",,"3.26 g","10.95 g","44 mg"
12_A_0083,Canela,,,,,
12_A_0084,Piña,"8.37 g",,"0.12 g","0.62 g",
12_A_0085,"Plátano fruta","28.67 g",,"0.51 g","1.44 g",
12_A_0086,"Plátano macho","33.58 g",,"0.18 g","1.25 g",
12_A_0087,"Plátano manzano","24.25 g",,"0.62 g","1 g",
12_A_0088,Pollo,,,"15.1 g","18.6 g","70 mg"
12_A_0089,Repollo,"12.91 g",,"0.42 g","3.37 g",
12_A_0090,Sandía,,,"0.22 g","0.37 g",
12_A_0091,Sereque,"19.58 g",,"0.44 g",,
12_A_0092,Tejón,,,"6.2 g","19.8 g","82 mg"
12_A_0093,Tepezcuintle,,,,,
12_A_0094,Termitas,,,"40.7 g","41.8 g","1700 mg"
12_A_0095,"Tortuga mojina",,,"7.3 g","16.4 g","0.8 mg"
12_A_0096,"Totuga pinta",,,"7.3 g","16.4 g","0.8 mg"
12_A_0097,"Venado 1",,,"2.2 g","29.5 g","80 mg"
12_A_0098,"Venado 2",,,"2.2 g","29.5 g","80 mg"
12_A_0099,Yuca,,,"0.28 g","1.36 g","14 mg"
12_A_0100,Zanahoria,"9.58 g",,"0.24 g","0.93 g","55 mg"
12_A_0101,Agua,,,,,
12_A_0102,Sal,,,,,
12_A_0103,"Cebolla morada",,,,,
12_A_0104,Orégano,,,,,
12_A_0105,Comino,,,,,
12_A_0106,"Hierba buena",,,,,
12_A_0107,"Chile pasilla",,,,,
12_A_0108,"Chile mulato",,,,,
12_A_0109,Pasas,,,,,
12_A_0110,Cacahuate,,,,,
12_A_0111,Clavo,,,,,
12_B_0001,"Atole de masa",,,,,"45 mg"
12_B_0002,"Café maíz",,,,,
12_B_0003,"Frijol cocido",,,,,
12_B_0004,"Maíz en masa nixtamalizado",,,,,
12_B_0005,Pinole,,,,,
12_B_0006,Piloncillo,,,,,
12_B_0007,"Queso fresco",,,,,
12_B_0008,"Agua de limón",,,,,
12_B_0009,"Empanadas de pollo",,,,,
12_B_0010,"Pollo verde",,,,,
12_B_0011,Café,,,,,
12_B_0012,"Pan dulce",,,,,
12_B_0013,"Maíz cocido nixtamalizado",,,,,
12_B_0014,"Huevo con frijol",,,,,
12_B_0015,"Chiles jalapeños rellenos de queso y pollo",,,,,
12_B_0016,"Agua de sandía",,,,,
12_B_0017,"Calabaza de chihua",,,,,
12_B_0018,"Mole ""la Doña""",,,,,
12_B_0019,"Tacos de mole",,,,,
12_B_0020,Chocolate,,,,,
12_B_0021,Tortillas,,,,,
12_B_0022,"Caldo de pollo",,,,,
12_C_0001,Azúcar,,,,,
12_C_0002,Aceite,,,,,
12_C_0003,"Café soluble",,,,,
12_C_0004,"Harina de trigo",,,,,
12_C_0005,"Galletas saldas",,,,,
