id,name,carbs,energy,fat,protein,sodium
17064,"CHILE SERRANO EN ESCABECHE, INDUSTRIALIZADO",6.66,26.66,0,0,
17065,CHILE TORNACHILE,4.57,33,0.53,2.5,
17066,CHILE TROMPITO,7.5,40,0.34,1.62,
17067,CHILE VERDE O SERRANO,7.18,41,0.42,2,
17068,CHILILLO (CHILE DEL MONTE),17.04,116,3.76,3.5,
17069,CILANTRO,3.67,23,0.52,2.13,
17070,COL BLANCA,5.8,25,0.1,1.28,
17071,COL CHINA,3.23,16,0.2,1.2,
17072,COL DE BRUSELAS,12.91,69,0.42,3.37,
17073,COL MORADA,7.37,31,0.16,1.43,
17074,COL VERDE,5.8,25,0.1,1.28,
17075,COLIFLOR,4.97,25,0.28,1.92,
17076,COLIFLOR Y BROCOLI COCIDOS PROMEDIO,5.8,29.5,0.33,2.37,
17077,COLIFOR COCIDA,4.11,23,0.45,1.84,
17078,COLINABO,6.2,27,0.1,1.7,
17079,CRESSON,2.34,37,1.38,3.78,
17080,CRUCETAS,3.33,16,0.09,1.32,
17081,EJOTE COCIDO CON SAL,7.88,35,0.28,1.89,
17082,EJOTE COCIDO SIN SAL,7.88,35,0.28,1.89,
17083,EJOTES,6.97,31,0.22,1.83,
17084,EPAZOTE,7.44,32,0.52,0.33,
17085,ESPARRAGO,3.88,20,0.12,2.2,
17086,ESPINACA,3.63,23,0.39,2.86,
17087,ESPINACA COCIDA,3.75,23,0.26,2.97,
17088,FLOR DE CALABAZA,3.28,15,0.07,1.03,
17089,FLOR DE CALABAZA COCIDA,3.3,15,0.08,1.09,
17090,FLOR DE COLORIN (XOMPANTLE),10,59,0.2,4.4,
17091,FLOR DE GARAMBULLO,8.2,38,0.2,0.8,
17092,FLOR DE MAGUEY,7.3,35,0.2,0.9,
17093,FLOR DE YUCA,1.21,83,0.37,2.62,
17094,GERMEN DE ALFALFA (CRUDO),2.12,23.23,0.7,4.04,
17095,GERMEN DE LENTEJAS,22.14,106,0.55,8.96,
17096,GERMEN DE SOYA,9.57,122,6.7,13.09,
17097,GERMINADO DE ALFALFA Y SOYA,2.1,23,0.69,3.99,
17098,GUAJE VERDE  (SEMILLAS),13.7,95,0.6,8.7,
17099,HABA VERDE,11.7,72,0.6,5.6,
17100,HIERBABUENA,8.41,44,0.73,3.29,
17101,HIERBAMORA,8.8,62,0.8,4.8,
17102,"HOJA SANTA (NOMO,ACUYO)",2.2,30,0.8,3.6,
17103,HOJAS DE CHAYA,6.7,64,0.9,7.2,
17104,HOJAS DE CHICORIA,4.7,23,0.3,1.7,
17105,HOJAS DE DIENTE DE LEON,9.2,45,0.7,2.7,
17106,HOJAS DE ENDIVIA,3.1,23,0.2,2.1,
17107,HOJAS DE MOSTAZA,4.8,33,0.4,2.6,
17108,HOJAS DE NABO,10.8,71,1.7,3,
17109,HOJAS DE PATA DE PALOMA,4.4,20,0.2,1.1,
17110,HOJAS DE QUELITE DE TRAPO,4,39,0.43,4.78,
17111,HOJAS DE RABANO,9.9,55,0.5,2.8,
17112,HOJAS Y PUNTAS DE CALABAZA,2.33,19,0.4,3.15,
17113,HONGO PORTOBELLO,3.87,22,0.35,2.11,
17114,HONGOS (PROMEDIO),3.26,22,0.34,3.09,
17115,HUAUZONTLE,13.46,80,0.57,5.25,
17116,HUITLACOCHE,9.17,52,0.32,3.05,
17117,JITOMATE BOLA,3.89,18,0.2,0.88,
17118,JITOMATE CHERRY,5.84,32,1.02,0.96,
17119,JITOMATE DESHIDRATADO,55.76,258,2.97,14.11,
17120,JITOMATE SALADET,3.89,18,0.2,0.88,
17121,JITOMATILLO (MILTOMATE),7.12,35,0.11,1.5,
17122,LECHUGA OREJONA,3.29,17,0.3,1.23,
17123,LECHUGA ROMANA (ICERBERG O DE CABEZA),2.97,14,0.14,0.9,
17124,"LECHUGA SANGRIA, FRANCESA, ITALIANA",2.26,16,0.22,1.33,
17125,MALVA,3.9,40,0.6,4.8,
17126,NABO,6.43,28,0.1,0.9,
17127,NOPALES,3.33,16,0.09,1.32,
17128,NOPALES COCIDOS SIN SAL,3.28,15,0.05,1.35,
17129,PAPALOQUELITE,2.89,22,0.33,1.75,
17130,"PEPINILLO (PICKLES), INDUSTRIALIZADO",3.68,21.57,0.23,1.2,
17131,PEPINO CON CASCARA,3.63,15,0.11,0.65,
17132,PEPINO SIN CASCARA,2.16,12,0.16,0.59,
17133,PEREJIL,6.33,36,0.79,2.97,
17134,PIMIENTO MORRON ROJO,6.03,31,0.3,0.99,
17135,"PIMIENTO MORRON, AMARILLO",6.32,27,0.21,1,
17136,"PIMIENTO MORRON, VERDE",4.64,20,0.17,0.86,
17137,PORO,14.15,61,0.3,1.5,
17138,"PURE DE TOMATE, INDUSTRIALIZADO",6.41,32.54,0.19,1.32,
17139,QUELITE,5.1,40,0.5,3.6,
17140,RABANO CHICO,3.4,16,0.1,0.68,
17141,RABANO LARGO,4.33,24,0.26,1.06,
17142,ROMERITOS,4.4,34,0.2,3.6,
17143,SALSA CATSUP,23.84,105.37,0.38,0.77,
17144,"SALSA DE TOMATE, INDUSTRIALIZADA",7.69,37.62,0.08,1.54,
17145,"SALSA ROJA MEXICANA, INDUSTRIALIZADA",5.1,31.83,0.63,0.53,
17146,SALSA VALENTINA,0,0,0,0,
17147,SALSIFI (CONDIMENTO),5.1,77,0.2,1.1,
17148,TOMATE (VERDE),5.1,23,0.2,1.2,
17149,TOMILES (TOMATITOS),5.84,32,1.02,0.96,
17150,VERDOLAGA,3.39,20,0.36,2.03,
17151,"VERDURA PRECOCIDA (CHICHARO, ZANAHORIA, ELOTE, ETC.), INDUSTRIALIZADA",9.43,43.68,0.27,2.24,
17152,VERDURAS COCIDAS CON SAL,13.09,60,0.15,2.86,
17153,"VERDURAS COMBINADAS (PARA SOPA O CALDO), CRUDAS",11.5,53,0.3,2.1,
17154,VERDURAS DE HOJA VERDE (PROMEDIO DE BASE),3.16,17.88,0.25,1.77,
17155,VERDURAS HOJAS OSCURAS (PROMEDIO),4.46,25.86,0.27,2.46,
17156,"VERDURAS MIXTAS, INDUSTRIALIZADAS",10.9,65.86,1.04,3.21,
17157,XOCONOSTLE,5.2,25,0.4,0.1,
17158,ZANAHORIA,9.58,41,0.24,0.93,
17159,ZANAHORIA COCIDA,8.22,35,0.18,0.76,
17160,"ZANAHORIA, INDUSTRIALIZADA",6,28,0,1.06,
18000,"ACEITUNAS (PROMEDIO), INDUSTRIALIZADAS",2.19,197.6,20.37,1.46,
18001,AJONJOLI,23.45,573,49.67,17.73,
18002,ALMENDRAS,21.67,579,49.93,21.15,
18003,AVELLANAS,16.7,618,54.55,14.95,
18004,"BOTANA DE CACAHUATES, SEMILLAS Y PASAS",37.69,469.55,30.06,12.95,
18005,CACAHUATE (TOSTADO) CON CASCARA,21.26,587,49.66,24.35,
18006,CACAHUATE JAPONÉS,40.59,521.57,29.83,20.17,
18007,CACAHUATE TOSTADO  CON SAL,21.26,587,49.66,24.35,
18008,CACAHUATE TOSTADO SIN CASCARA,21.26,587,49.66,24.35,
18009,CACAO CON CASCARA,26.1,596,48,15,
18010,CACAO PASTA,21.9,629,52.5,17.1,
18011,CACAO SIN CASCARA,20.1,588,49.3,16,
18012,CASTAÑA CRUDA,32.5,165,1.5,5.44,
18013,COCO DE ACEITE (COQUITO O COROSO),14.3,692,67.4,7.1,
18014,CREMA DE CACAHUATE BAJA EN GRASA,35.65,520,34,25.9,
18015,CREMA DE CACAHUATE CON GRASA Y SAL,21.57,589,49.94,24.06,
18016,HARINA DE ALMENDRA,21.43,571,50,21.43,
18017,NUEZ,13.71,654,65.21,15.23,
18018,PALANQUETA DE CACAHUATE INDUSTRIALIZADA,47.4,410.78,20.49,12.36,
18019,PIÑON,16,597,50.7,19.21,
18020,PISTACHE,28.28,572,45.82,21.05,
18021,SEMILLA DE CALABAZA,10.71,559,49.05,30.23,
18022,SEMILLA SECA DE GIRASOL CON CASCARA,20,584,51.46,20.78,
18023,"SEMILLAS SECAS DE GIRASOL, PELADAS",20,584,51.46,20.78,
19000,ALUBIA,57.97,337,1.8,22.33,
19001,ARVEJA O ARVEJON,58.4,337,2,21.4,
19002,FRIJOL AMARILLO,60.7,345,2.6,22,
19003,FRIJOL AYOCOTE,59.6,330,1.7,19,
19004,FRIJOL AZUFRADO,58.6,345,1.9,19.63,
19005,FRIJOL BAYO GORDO,57.3,331,1.8,21.28,
19006,FRIJOL BLANCO,60.27,333,0.85,23.36,
19007,FRIJOL CRUDO (PROMEDIO),60.01,333,0.83,23.58,
19008,FRIJOL DE ARBOL (GANDUL),62.78,343,1.49,21.7,
19009,FRIJOL GARBANCILLO,59.06,316,1.7,16,
19010,FRIJOL HERVIDO CON SAL,23.71,132,0.54,8.86,
19011,FRIJOL HERVIDO SIN SAL,23.71,132,0.54,8.86,
19012,FRIJOL NEGRO,62.36,341,1.42,21.6,
19013,FRIJOL OJO DE LIEBRE,58.22,322,1.5,19,
19014,FRIJOL PALACIO,60.1,339,1.5,21.2,
19015,FRIJOL ROSITA,64.19,343,1.13,20.96,
19016,"FRIJOLES DE OLLA, INDUSTRIALIZADOS",14.27,76.13,0.37,3.98,
19017,"FRIJOLES MOLIDOS (TIPO ISADORA), INDUSTRIALIZADOS",6.3,71.25,3.51,3.68,
19018,"FRIJOLES REFRITOS, INDUSTRIALIZADOS",12.59,101.38,4.3,4.55,
19019,GARBANZO,62.95,364,6.04,20.47,
19020,GARBANZO COCIDO CON SAL,27.42,164,2.59,8.86,
19021,GARBANZO COCIDO SIN SAL,27.42,164,2.59,8.86,
19022,HABAS Y GARBANZOS ENCHILADOS,39.41,432.68,22.76,20.86,
19023,HABA SECA,58.29,341,1.53,26.12,
19024,HABAS COCIDAS CON SAL,19.65,110,0.4,7.6,
19025,HABAS COCIDAS SIN SAL,19.65,110,0.4,7.6,
19026,"HABAS, LENTEJAS, GARBANZOS, IBES, ALUBIA (PROMEDIO)",60.32,348.5,2.45,23.08,
19027,HARINA DE FRIJOL,57.39,328,2.1,19.8,
19028,HARINA DE GARBANZO,54.72,363,6.69,20.89,
19029,HARINA DE HABA,64.6,370,1.9,23.6,
19030,HARINA DE SOYA BAJA EN GRASA,33.81,360,7.03,40.36,
19031,HARINA DE SOYA DESGRASADA,34.4,338,1,47.8,
19032,IBES (FRESCOS),20.17,113,0.86,6.84,
19033,IBES (SECOS),62.83,335,0.93,20.62,
19034,LENTEJAS,63.35,352,1.06,24.63,
19035,LENTEJAS COCIDAS CON SAL,19.54,114,0.38,9.02,
19036,LENTEJAS COCIDAS SIN SAL,20.13,116,0.38,9.02,
19037,SOYA  EN GRANO,30.16,446,19.94,36.49,
19038,SOYA TEXTURIZADA (NO PREPARADA),35.89,337,2.39,49.2,
20000,"ALAMBRE DE POLLO (CON JAMON, VERDURAS, QUESO), PREPARACION ESTANDARIZADA",2.83,140.86,8.88,11.74,
20001,"ALAMBRE DE RES (RES, SALCHICHA, PIMIENTO MORRON, CEBOLLA), PREPARACION ESTANDARIZADA",3.81,155.19,11.32,9.87,
20002,"ALAMBRE VEGETARIANO, PREPARACION ESTANDARIZADA",1.73,375,31.2,22.13,
20003,"ALBONDIGA (RES O CERDO), PREPARACION ESTANDARIZADA",5.51,173.09,12.25,10.02,
20004,"ALBONDIGA PROMEDIO, PREPARACION ESTANDARIZADA",2.45,151.74,11.68,8.9,
20005,"ARROZ  BLANCO FRITO, PREPARACION ESTANDARIZADA",25.74,125.31,1.11,2.2,
20006,"ARROZ  ROJO FRITO SIN VERDURAS, PREPARACION ESTANDARIZADA",20.92,100.16,0.8,1.91,
20007,"ARROZ COCIDO, PREPARACION ESTANDARIZADA",37.91,188.64,2.06,3.21,
20008,"ARROZ CON MOLE, PREPARACI?N ESTANDARIZADA",21.04,103.48,1.13,2.07,
20009,"ARROZ FRITO ESTILO CHINO, PREPARACION ESTANDARIZADA",18.15,160.15,7.95,3.96,
20010,"ARROZ FRITO, INDUSTRIALIZADO",32.79,174,2.96,4.05,
20011,"ARROZ ROJO CON ATUN, PREPARACION ESTANDARIZADA",21,139.04,2.99,5.79,
20012,"ARROZ ROJO FRITO CON VERDURAS, PREPARACION ESTANDARIZADA",22.37,140.39,4.5,2.12,
20013,"ATUN CON HUEVO, PREPARACION ESTANDARIZADA",4.57,93.3,5.05,6.9,
20014,"BAGUETTE PROMEDIO, PREPARACION ESTANDARIZADA",20.27,216.5,10.93,8.84,
20015,"BANDERILLA DE SALCHICHA O SALCHICHA EMPANIZADA, PREPARACION ESTANDARIZADA",7.57,409,38.49,9.56,
20016,"BIRRIA, PREPARACION ESTANDARIZADA",1.59,72.43,3.07,9.36,
20017,"BODOQUE DE PLATANO SALADO, PREPARACION ESTANDARIZADA",28.25,224.61,11.91,2.22,
20018,"BROCHETA DE RES, PREPARACION ESTANDARIZADA",5.45,158.13,12.79,6.09,
20019,"CALABACITAS AL VAPOR, PREPARACION ESTANDARIZADA",3.19,17.28,0.32,1.15,
20020,"CALABAZAS GUISADAS, PREPARACION ESTANDARIZADA",5.78,54.05,3.33,1.18,
20021,"CALDO DE BORREGO (SIN CARNE), PREPARACION ESTANDARIZADA",9.9,53.18,0.66,2.33,
20022,"CALDO DE CAMARON (CON CAMARONES SECOS), PREPARACION ESTANDARIZADA",4.01,76.08,0.49,10.62,
20023,"CALDO DE CAMARON CON CAMARONES FRESCOS, PREPARACION ESTANDARIZADA",4.24,28.61,0.48,1.61,
20024,"CALDO DE FRIJOL (SIN FRIJOL), PREPARACION ESTANDARIZADA",2.97,16.49,0.04,1.17,
20025,"CALDO DE IGUANA, PREPARACION ESTANDARIZADA",1.78,35.66,1.85,2.98,
20026,"CALDO DE JITOMATE, PREPARACION ESTANDARIZADA",3.44,61.4,5.02,1.16,
20027,"CALDO DE MARISCOS (CON MARISCOS), PREPARACION ESTANDARIZADA",1.42,30.32,0.58,3.53,
20028,"CALDO DE PESCADO (CON PESCADO), PREPARACION ESTANDARIZADA",1.27,35.73,1.16,3.88,
20029,"CALDO DE PESCADO (SIN PESCADO), PREPARACION ESTANDARIZADA",0.4,16,0.6,2,
20030,"CALDO DE POLLO (CON POLLO), PREPARACION ESTANDARIZADA",0.99,44.04,2.45,4.34,
20031,"CALDO DE POLLO (SIN POLLO), PREPARACION ESTANDARIZADA",0.38,16,0.57,2.02,
20032,"CALDO DE POLLO CON POLLO,PREPARACION INDUSTRIALIZADA",6.88,71,2.64,5.06,
20033,"CALDO DE POLLO CON VERDURAS (SIN POLLO), PREPARACION ESTANDARIZADA",2.53,21.89,0.48,1.83,
20034,"CALDO DE PUERCO CON VERDURAS SIN PUERCO, PREPARACION ESTANDARIZADA",3.13,20.95,0.12,2.2,
20035,"CALDO DE RES (SIN RES), PREPARACION ESTANDARIZADA",0.32,11,0,2.52,
20036,"CALDO DE RES CON VERDURA (CON CARNE), PREPARACION ESTANDARIZADA",6.89,131.17,8.94,6.27,
20037,CARNE DE RES CON CHILE SECO (PROMEDIO),6.7,250.9,18.31,16.47,
20038,"CARNE DE RES FRITA O ASADA, PREPARACION ESTANDARIZADA",4.93,103.7,4.71,12.35,
20039,"CARNE DESMENUZADA DE RES CON HUEVO, PREPARACION ESTANDARIZADA",3.54,112.22,5.87,11.02,
20040,"CARNE PARA HAMBURGUESA FRITA, PREPARACION ESTANDARIZADA",2.27,237.66,19.13,13.98,
20041,"CARNITAS, PREPARACION ESTANDARIZADA",3.98,211.66,15.8,12.92,
20042,"CEBOLLA CON CHILE HABANERO, PREPARACION ESTANDARIZADA",6,29.96,0.13,0.57,
20043,"CEBOLLAS FRITAS, PREPARACION ESTANDARIZADA",8.79,87.9,5.75,1.01,
20044,"CECINA EN JITOMATE, PREPARACION ESTANDARIZADA",2.56,209.59,13.75,18.24,
20045,"CEREAL CON LECHE, PREPARACION ESTANDARIZADA",14.45,110.92,4.06,4.25,
20046,"CEVICHE DE CAMARON, PREPARACION ESTANDARIZADA",5.61,48.2,2.17,3.29,
20047,"CEVICHE DE PESCADO, PREPARACION ESTANDARIZADA",3.38,75.31,2.04,10.15,
20048,"CEVICHE DE SOYA, PREPARACION ESTANDARIZADA",11.85,101.61,2.99,9.63,
20049,"CEVICHE DE VERDURAS (ZANAHORIA, CAPSUT, CEBOLLA, CILANTRO), PREPARACION ESTANDARIZADA",7.78,60.72,3.6,1.2,
20050,"CHARALES ENTOMATADOS, PREPARACION ESTANDARIZADA",8.65,98.65,3.31,9.05,
20051,"CHAYOTES A LA MEXICANA, PREPARACION ESTANDARIZADA",5.02,32.94,1.42,0.82,
20052,"CHICHARRON EN SALSA  ROJA, PREPARACION ESTANDARIZADA",4.76,84.24,4.66,6.13,
20053,"CHICHARRON EN SALSA (PROMEDIO), PREPARACION ESTANDARIZADA",4.59,115.22,6.74,9.51,
20054,"CHICHARRON EN SALSA VERDE, PREPARACION ESTANDARIZADA",4.42,146.21,8.81,12.9,
20055,"CHICHARRON PRENSADO, PREPARACION ESTANDARIZADA",4.52,505.96,32.95,47.92,
20056,"CHICHILO, PREPARACION ESTANDARIZADA",5.89,133.49,8.2,9.25,
20057,"CHILACAYOTE CON PUERCO, PREPARACION ESTANDARIZADA",3.32,205.57,13.64,16.85,
20058,"CHILACAYOTE EN SALSA ROJA, PREPARACION ESTANDARIZADA",3.03,41.16,3.09,0.63,
20059,"CHILE RELLENO (PROMEDIO), PREPARACION ESTANDARIZADA",10.12,130.1,7.22,6.05,
20060,"CHILE RELLENO DE FRIJOL, PREPARACION ESTANDARIZADA",11.55,121.75,6.67,4.01,
20061,"CHILE RELLENO DE POLLO, PREPARACION ESTANDARIZADA",13.62,104.15,2.88,5.88,
20062,"CHILE RELLENO DE QUESO, PREPARACION ESTANDARIZADA",7.55,79.28,3.13,4.83,
20063,"CHILE RELLENO DE RES, PREPARACION ESTANDARIZADA",7.78,215.2,16.2,9.5,
20064,"CHILEATOLE SIN LECHE, PREPARACION ESTANDARIZADA",9.06,42.21,0.56,1.32,
20065,"CHILORIO, PREPARACION ESTANDARIZADA",5.77,405.17,38,9.22,
20066,"CHILPOSO, PREPARACION ESTANDARIZADA",5.16,153.04,7.77,15.24,
20067,"CHORIZO CON PAPAS, PREPARACION ESTANDARIZADA",11.9,216.08,14.7,8.55,
20068,"CLARA DE HUEVO FRITA, PREPARACION ESTANDARIZADA",0.66,124,8.79,9.92,
20069,"COCHINITA PIBIL, PREPARACION ESTANDARIZADA",3.77,126.75,7.72,10.09,
20070,"COCTEL DE CAMARONES, PREPARACION ESTANDARIZADA",11.01,90.07,3.66,3.64,
20071,"COCTEL DE FRUTAS (FRESA, UVA, KIWI, PLATANO Y DURAZNO), PREPARACION ESTANDARIZADA",17.6,70.26,0.25,0.86,
20072,"COCTEL DE FRUTAS (MANGO, DURAZNO, PI?A, MELON, CEREZA, FRESA Y AZUCAR), PREPARACION ESTANDARIZADA",16.79,66.63,0.23,0.56,
20073,"COCTEL DE FRUTAS (MELON, SANDIA Y PAPAYA), PREPARACION ESTANDARIZADA",7.75,32.9,0.12,0.61,
20074,"COCTEL DE FRUTAS (PAPAYA, MELON, PLATANO, FRESA, UVA, KIWI, MANGO, PI?A Y MIEL), PREPARACION ESTANDARIZADA",14.37,58.42,0.16,0.65,
20075,"COCTEL DE FRUTAS PROMEDIO, PREPARACION ESTANDARIZADA",14.13,57.05,0.19,0.67,
20076,"CONSOME DE SOYA, PREPARACION ESTANDARIZADA",5.6,67.54,3.12,5.04,
20077,"CREMA CONDENSADA DE ESPARRAGOS, INDUSTRIALIZADA",7.83,55.94,2.14,1.34,
20078,"CREMA CONDENSADA DE POLLO, INDUSTRIALIZADA",7.14,103.17,7.14,1.59,
20079,"CREMA DE APIO, PREPARACION ESTANDARIZADA",6.47,83.16,5.34,2.19,
20080,"CREMA DE BROCOLI, PREPARACION ESTANDARIZADA",5.92,77.94,5,2.49,
20081,"CREMA DE CALABAZA, PREPARACION ESTANDARIZADA",4.36,49.2,3.52,0.45,
20082,"CREMA DE CHAMPINONES, PREPARACION ESTANDARIZADA",4.89,56.68,2.94,2.6,
20083,"CREMA DE CHICHARO, PREPARACION ESTANDARIZADA",6.08,54.03,2.2,2.48,
20084,"CREMA DE ELOTE BLANCO, PREPARACION ESTANDARIZADA",22.21,177.45,8.23,4.22,
20085,"CREMA DE ESPARRAGO, PREPARACION ESTANDARIZADA",2.23,56.59,4.48,1.96,
20086,"CREMA DE ESPINACA, PREPARACION ESTANDARIZADA",6.08,74.57,4.26,3.13,
20087,"CREMA DE FLOR DE CALABAZA, PREPARACION ESTANDARIZADA",3.6,101.68,8.83,2.07,
20088,"CREMA DE JITOMATE, PREPARACION ESTANDARIZADA",5.44,56.51,3.02,2.11,
20089,"CREMA DE VERDURAS (PROMEDIO), PREPARACION ESTANDARIZADA",5.2,66.05,4.14,2.13,
20090,"CREMA DE VERDURAS Y CEBADA (PROMEDIO), INDUSTRIALIZADA",8.2,61,1.4,3.9,
20091,"CREMA DE ZANAHORIA, PREPARACION ESTANDARIZADA",6.89,50.19,1.84,1.84,
20092,"CREPA DE CHAMPINONES CON QUESO, PREPARACION ESTANDARIZADA",8.97,125.39,6.69,7.24,
20093,"CREPA DE JAMON CON QUESO CREMA, PREPARACION ESTANDARIZADA",10.69,230.31,17.34,8.49,
20094,"CREPA DE JAMON CON QUESO MANCHEGO, PREPARACION ESTANDARIZADA",13.78,219.66,13.54,10.54,
20095,"CREPA DE QUESO CON CHAMPINONES, PREPARACION ESTANDARIZADA",13.56,170.48,9.02,8.54,
20096,"CREPA DE QUESO CREMA CON MERMELADA, PREPARACION ESTANDARIZADA",25.8,203.93,9.44,4.98,
20097,"CREPA DE QUESO CREMA CON MERMELADA, PREPARACION ESTANDARIZADA",27.64,213.62,10.18,4.39,
20098,"CREPA POBLANA, PREPARACION ESTANDARIZADA",23.11,181.92,6.78,7.77,
20099,"CREPA SALADA (TODOS SABORES), PREPARACION ESTANDARIZADA",8.93,182.73,11.39,11.29,
20100,"CROQUETAS DE ATUN, PREPARACION ESTANDARIZADA",13.93,364.56,30.67,13.06,
20101,"CROQUETAS DE ESPINACA, PREPARACION ESTANDARIZADA",7.33,245.77,21.65,6.96,
20102,"CUERNITO CON JAMON O POLLO, PREPARACION ESTANDARIZADA",22.86,440.35,33.8,11.27,
20103,"DISCADA, PREPARACION ESTANDARIZADA",2.9,170.85,11.68,8.47,
20104,"EMPANADA DE GUISADO, PREPARACION ESTANDARIZADA",26.5,230.25,9.73,9.12,
20105,"EMPANADAS DE QUESO, PREPARACION ESTANDARIZADA",22.29,379.38,28.49,7.67,
20106,"ENSALADA DE ATUN, INDUSTRIALIZADA",9.41,187,9.26,16.04,
20107,"ENSALADA DE ATUN, PREPARACION ESTANDARIZADA",4,107.91,6.22,11.9,
20108,"ENSALADA DE COL O REPOLLO, INDUSTRIALIZADA",18.42,124.5,5.26,0.87,
20109,"ENSALADA DE COL, PREPARACION ESTANDARIZADA",4.07,17.58,0.12,0.74,
20110,"ENSALADA DE LECHUGA CON ADEREZO, PREPARACION ESTANDARIZADA",5.02,49.84,3.48,1.02,
20111,"ENSALADA DE NOPALES, PREPARACION ESTANDARIZADA",5.25,77.79,4.22,4.53,
20112,"ENSALADA DE VERDURAS CON MAYONESA O CREMA (SIN CARNE), PREPARACION ESTANDARIZADA",12.8,170.2,12.31,1.99,
20113,"ENSALADA DE ZANAHORIA, LECHUGA Y PECHUGA, PREPARACION ESTANDARIZADA",5.13,100.19,6.66,6.18,
20114,"ENSALADA RUSA (POLLO, MAYONESA, ZANAHORIA, PAPA, ETC), PREPARACION ESTANDARIZADA",9.62,235.77,19.05,5.07,
20115,"ENSALADA, PREPARACION ESTANDARIZADA",4.02,17.22,0.14,0.84,
20116,"ESPAGUETI CON JITOMATE, PREPARACION ESTANDARIZADA",13.09,78.12,2,2.27,
20117,"ESPAGUETI ESTILO CHINO, PREPARACION ESTANDARIZADA",18.06,124.42,4.3,3.53,
20118,"FILETE DE PESCADO EMPANIZADO, PREPARACION ESTANDARIZADA",12.85,197.87,8.85,15.37,
20119,"FILETE DE PESCADO FRITO, PREPARACION ESTANDARIZADA",0.42,199.96,13.61,15.98,
20120,"FILETE DE PESCADO REBOSADO, PREPARACION ESTANDARIZADA",7.55,352.32,30.11,11.63,
20121,"FRIJOLES COCIDOS (PROMEDIO), PREPARACION ESTANDARIZADA",14.19,116.53,4.75,4.68,
20122,"FRIJOLES CON ARROZ, PREPARACION ESTANDARIZADA",36.4,184.25,1.39,5.93,
20123,"FRIJOLES CON CHORIZO/LONGANIZA, PREPARACION ESTANDARIZADA",16.05,346.17,24.3,15.58,
20124,"FRIJOLES CON PUERCO, PREPARACION ESTANDARIZADA",13.04,131.11,3.57,11.81,
20125,"FRIJOLES DE OLLA, PREPARACION ESTANDARIZADA",15.25,82.66,0.34,5.09,
20126,"FRIJOLES REFRITOS CON  MANTECA, PREPARACION ESTANDARIZADA",19.95,243.08,15.49,6.5,
20127,"FRIJOLES REFRITOS CON ACEITE, PREPARACION ESTANDARIZADA",13.91,115.38,4.9,4.47,
20128,"GARBANZO CON CHORIZO, PREPARACION ESTANDARIZADA",14.55,160.52,8.64,6.18,
20129,"GUACAMOLE, PREPARACION ESTANDARIZADA",8.04,116.13,9.81,1.65,
20130,"GUISADO DE ALUBIAS, PREPARACION ESTANDARIZADA",15.23,116.79,3.71,5.75,
20131,"GUISADO DE ATUN, PREPARACION ESTANDARIZADA",10.17,74.04,1.95,5.56,
20132,"GUISADO DE CAMARONES (AL MOJO DE AJO, A LA DIABLA, EMPANIZADOS, CON QUESO, ETC), PREPARACION ESTANDARIZADA",8.81,197.29,13.98,7.79,
20133,"GUISADO DE CARNE DE CERDO, PREPARACION ESTANDARIZADA",6.98,101.41,3.93,9.71,
20134,"GUISADO DE CONEJO, PREPARACION ESTANDARIZADA",10.66,145.15,6.44,10.81,
20135,"GUISADO DE EJOTES A LA MEXICANA, PREPARACION ESTANDARIZADA",6.69,42.05,1.59,1.53,
20136,"GUISADO DE GARBANZO, PREPARACION ESTANDARIZADA",14.91,90.92,2.25,3.46,
20137,"GUISADO DE HABAS VERDES, PREPARACION ESTANDARIZADA",6.92,47.65,1.17,2.66,
20138,"GUISADO DE MARISCOS (NO CEVICHE), PREPARACION ESTANDARIZADA",3.66,110.24,5.35,8.57,
20139,"GUISADO DE MORONGA O RELLENA, PREPARACION ESTANDARIZADA",4.71,146.11,10.27,8.7,
20140,"GUISADO DE POLLO, PREPARACION ESTANDARIZADA",7.08,105.8,6.24,5.38,
20141,"GUISADO DE QUELITES, PREPARACION ESTANDARIZADA",6.72,106.37,7.82,2.55,
20142,"GUISADO DE RAJAS (SIN CREMA), PREPARACION ESTANDARIZADA",8.19,141.14,9.07,5.95,
20143,"GUISADO DE RES CON VERDURAS ESTILO CHINO, PREPARACION ESTANDARIZADA",3.88,124.7,7.49,10.6,
20144,"GUISADO DE RES, PREPARACION ESTANDARIZADA",2.44,98.2,7.38,5.75,
20145,"GUISADO DE SALCHICHA, PREPARACION ESTANDARIZADA",2.61,138.21,11.64,6.73,
20146,"GUISADO DE SOYA (TIPO GUTEN), PREPARACI?N INDUSTRIALIZADA",5.35,296,24.7,13.1,
20147,"GUISADO DE SOYA, PREPARACION ESTANDARIZADA",11.07,104.09,2.32,11.45,
20148,"GUISADO DE VERDURAS ESTILO CHINO, PREPARACION ESTANDARIZADA",6.54,48.25,1.95,1.73,
20149,"GUISADOS DE HUEVO (CON CHORIZO, SALCHICHA, A LA MEXICANA), PREPARACION ESTANDARIZADA",2.16,169.3,13.09,10.72,
20150,"HABAS SECAS CON HUEVO, PREPARACION ESTANDARIZADA",11.97,125.14,5.41,7.39,
20151,"HABAS SECAS GUISADAS (EXCEPTO HUEVO), PREPARACION ESTANDARIZADA",32.29,184.78,0.85,13.72,
