id,name,carbs,energy,fat,protein,sodium
22013,"ALITAS, ""WINGS-STOP JUMBO ATÓMICAS HAWAIIAN""",9,276,14,26,
22014,"ALITAS, ""WINGS-STOP JUMBO ATÓMICAS""",2,241,14,26,
22015,"ALITAS, ""WINGS-STOP JUMBO CAJÚN""",3,241,14,26,
22016,"ALITAS, ""WINGS-STOP JUMBO KOREANO PICANTE Q""",12,293,14,28,
22017,"ALITAS, ""WINGS-STOP JUMBO LOUSIANA RUB""",3,328,24,26,
22018,"ALITAS, ""WINGS-STOP JUMBO MANGO HABANERO""",10,276,14,26,
22019,"ALITAS, ""WINGS-STOP JUMBO MILD""",2,328,24,26,
22020,"ALITAS, ""WINGS-STOP JUMBO PIMIENTA LIMÓN""",3,328,24,26,
22021,"ALITAS, ""WINGS-STOP JUMBO SALSA ORIGINAL""",2,241,14,26,
22022,"ALITAS, ""WINGS-STOP JUMBO WINGS HICKORY SMOKED BBQ""",14,293,14,26,
22023,"ALITAS, ""WING-STOP JUMBO SIN SALSA""",2,241,14,26,
22024,CHICKEN BAKE,22.8,240.25,7.18,21.93,
22025,"COMIDA CHINA, PREPARACION ESTANDARIZADA",5.52,157.43,13.09,4.91,
22026,"HAMBURGUESA ""CARLS JR GUACAMOLE BACON BURGER"", 1/2 DE LIBRA",51,270,20,10,
22027,"HAMBURGUESA ""CARLS JR GUACAMOLE BACON BURGER"", 1/3 DE LIBRA",50,257,18,11,
22028,"HAMBURGUESA ""CARLS JR GUACAMOLE BACON BURGER"", DOBLE",10.9,209,18.3,12.1,
22029,"HAMBURGUESA ""CARLS JR GUACAMOLE BACON BURGER"", SENCILLA",13,206,17.3,10.7,
22030,"HAMBURGUESA ""CARLS JR PORTOBELLO MUSHROOM BURGER"", DOBLE",11.9,206,15.2,11,
22031,"HAMBURGUESA ""CARLS JR PORTOBELLO MUSHROOM BURGER"", SENCILLA",14.8,202,13.2,9,
22032,"HAMBURGUESA ""CARLS JR PORTOBELLO MUSHROOM THICKBURGER"", 1/2 DE LIBRA",11.7,212,13,12.4,
22033,"HAMBURGUESA ""CARLS JR PORTOBELLO MUSHROOM THICKBURGER"", 1/3 DE LIBRA",13.3,209,12.1,11,
22034,"HAMBURGUESA (PROMEDIO), PREPARACION ESTANDARIZADA",18.64,282.04,16.57,14.76,
22035,HAMBURGUESA BIG MAC MCDONALD'S,20.08,257,14.96,11.82,
22036,HAMBURGUESA BURGER KING,26.76,261,10.55,14.85,
22037,HAMBURGUESA CON QUESO BURGER KING,23.71,286,14.81,14.57,
22038,HAMBURGUESA CON QUESO MCDONALD'S,27.81,263,11.79,12.97,
22039,HAMBURGUESA CUARTO DE LIBRA CON QUESO MCDONALD'S,19.95,258,14.22,14.59,
22040,HAMBURGUESA CUARTO DE LIBRA MCDONALD'S,22.17,244,11.55,14.1,
22041,HAMBURGUESA DE POLLO BURGER KING,26.22,286,14.69,12.14,
22042,HAMBURGUESA MCDONALD'S,30.28,264,10.09,12.92,
22043,HAMBURGUESA PESCADO BURGER KING,26.69,260,12.45,10.29,
22044,HAMBURGUESA PESCADO MCDONALD'S,26.39,282,14.64,11.26,
22045,"HAMBURGUESA REGULAR, CON CONDIMENTOS",29.57,263,10.18,13.3,
22046,"HAMBURGUESA REGULAR, CON CONDIMENTOS Y VEGETALES",24.97,254,11.5,13.06,
22047,"HAMBURGUESA REGULAR, SENCILLA",31.5,297,12.01,16.52,
22048,HAMBURGUESA WHOPPER CON QUESO BURGER KING,16.7,250,15.33,11.19,
22049,HAMBURGUESA WHOPPER DOBLE SIN QUESO BURGER KING,13.74,252,15.66,13.94,
22050,HAMBURGUESA WHOPPER SIN QUESO BURGER KING,18.55,233,12.84,10.74,
22051,"HAMBURGUESA, ""CARLS JR FAMOUS STAR"" CON QUESO",20,236,13,10,
22052,"HAMBURGUESA, ""CARLS JR ORIGINAL SIX DOLLAR THICKBURGER"" 1/2 DE LIBRA",15,242,17,11,
22053,"HAMBURGUESA, ""CARLS JR ORIGINAL SIX DOLLAR THICKBURGER"", 1/3 DE LIBRA",17,231,14,14,
22054,"HAMBURGUESA, ""CARLS JR SUPER STAR"" CON QUESO",15,236,14,12,
22055,"HAMBURGUESA, ""CARLS JR WESTERN BACON CHEESE BURGER"", 1/2 DE LIBRA",19.5,260,16.5,16.5,
22056,"HAMBURGUESA, ""CARLS JR WESTERN BACON CHEESE BURGER"", 1/3 DE LIBRA",22.3,246,16.5,15.7,
22057,"HAMBURGUESA, ""CARLS JR WESTERN BACON CHEESE BURGER"", DOBLE",23,304,17,17,
22058,"HAMBURGUESA, ""CARLS JR WESTERN BACON CHEESE BURGER"", SENCILLA",30,300,14,14,
22059,"HAMBURGUESA, ""CARLS JR, BIG""",28,236,9,12,
22060,"HAMBURGUESA, ""CARLS JR, THE BIG CARL""",17,287,18,15,
22061,"HAMBURGUESA, ""WENDY BACONATOR"", DOBLE.",13,311,20,19,
22062,"HAMBURGUESA, ""WENDY DAVE´S"" DOBLE, CON QUESO",12,238,15,14,
22063,"HAMBURGUESA, ""WENDY DAVE´S"" SENCILLA,  CON QUESO",16,228,14,12,
22064,"HAMBURGUESA, ""WENDY DAVE´S"" SENCILLA, WENDY BACONATOR",18,294,19,17,
22065,"HAMBURGUESA, ""WENDY DAVE´S"" TRIPLE, CON QUESO",10,253,17,17,
22066,"HOT DOG, INDUSTRIALIZADO",23.86,308,18.25,11.19,
22067,"HOT DOG, PREPARACION ESTANDARIZADA",16.24,196.86,11.79,7.3,
22068,HOTDOG SENCILLO,23.86,308,18.25,11.19,
22069,"NACHOS PREPARADOS CON QUESO Y CHILE, PREPARACION ESTANDARIZADA",37.28,379.26,20.11,12.3,
22070,"NUGGETS DE PESCADO, PREPARACION ESTANDARIZADA",12.98,244.12,14.52,14.13,
22071,NUGGETS DE POLLO PARA PREPARAR,18.24,248.82,13.9,11.02,
22072,"NUGGETS DE POLLO, PREPARACION ESTANDARIZADA",11.43,378.55,33.5,9.12,
22073,"PAPAS A LA FRANCESA, INDUSTRIALIZADAS O DE CADENA DE RESTAURANTE",23.84,146.76,4.41,2.31,
22074,"PAPAS A LA FRANCESA, PREPARACION ESTANDARIZADA",16.73,204.27,14.81,1.44,
22075,PIZZA CARNE Y VEGETALES MASA REGULAR,25.38,244,10.9,11.02,
22076,"PIZZA DE CARNE Y VEGETALES, REGULAR",25.38,244,10.9,11.02,
22077,"PIZZA DE PEPERONI, REGULAR",31.98,282,11.91,11.74,
22078,PIZZA DE QUESO DOMINO'S MASA CLASICA,33.24,257,8.97,10.8,
22079,PIZZA DE QUESO DOMINO'S MASA CRUNCHY,28.18,298,15.1,12.33,
22080,PIZZA DE QUESO MASA DELGADA,31.2,302,13.95,12.85,
22081,PIZZA DE QUESO MASA GRUESA,33.17,271,10.54,10.81,
22082,PIZZA DE QUESO PAPA JOHN'S MASA DELGADA,26.26,295,15.66,12.29,
22083,PIZZA DE QUESO PAPA JOHN'S MASA ORIGINAL,32.74,260,9.25,11.53,
22084,PIZZA DE QUESO PIZZA HUT MASA CRISPY,28.64,303,14.1,15.29,
22085,PIZZA DE QUESO PIZZA HUT MASA DELGADA,31.22,271,10.89,11.93,
22086,PIZZA DE QUESO PIZZA HUT MASA PAN,29.93,280,12.56,11.73,
22087,"PIZZA DE SALCHICHA, REGULAR",30.62,280,12.35,11.5,
22088,PIZZA DE SARTEN DE QUESO DOMINO'S,33.48,265,9.83,10.76,
22089,PIZZA DE SARTEN PEPPERONI DOMINO'S,31.89,283,12.1,11.52,
22090,PIZZA EXTRAVAGANZZA DOMINO'S MASA CLASICA,25.72,244,11.1,10.33,
22091,PIZZA PEPPERONI DOMINO'S MASA CLASICA,31.86,273,11.18,11.25,
22092,PIZZA PEPPERONI MASA GRUESA,31.84,287,12.58,11.49,
22093,PIZZA PEPPERONI MASA REGULAR,31.98,282,11.91,11.74,
22094,PIZZA PEPPERONI PAPA JOHN'S MASA ORIGINAL,30.04,275,11.86,11.97,
22095,PIZZA PEPPERONI PIZZA HUT MASA DELGADA,31.55,280,11.38,12.86,
22096,PIZZA PEPPERONI PIZZA HUT MASA PAN,30.49,298,14.21,11.97,
22097,PIZZA PROMEDIO (REBANADA),33.33,266,9.69,11.39,
22098,PIZZA SUPREMA PIZZA HUT MASA DELGADA,25.62,243,10.72,10.9,
22099,PIZZA THE WORKS PAPA JOHN'S MASA ORIGINAL,26.69,240,10.21,10.27,
22100,"PIZZA, ""BENEDETTI´S HAWAINA"" MEDIANA",31,265,10,12.7,
22101,"PIZZA, ""BENEDETTI´S MEDIANA CUATRO INGREDIENTES""",31,313,13,13.9,
22102,"PIZZA, ""LITTLE CAESARS 14´´HOT-N-READY HULA HAWAIIAN"" CON JAMÓN JULIANO",24,182,6,9,
22103,"PIZZA, ""LITTLE CAESARS 14´´HOT-N-READY SUPREMA""",21,201,9,9,
22104,"PIZZA, ""LITTLE CAESARS PIZZA 14´´HOT-N-READY PEPPERONI DEEP DISH""",27,247,11,10,
22105,"PIZZA, ""LITTLE CAESARS PIZZA 14´´HOT-N-READY THREE MEAT TREAT""",23,244,12,11,
22106,"PIZZA, ""LITTLE CAESARS PIZZA 14´´HOT-N-READY"" CON PEPPERONI",26,228,9,10,
22107,"PIZZA, ""LITTLE CAESARS PIZZA 14´´HOT-N-READY"" QUESO",27,212,7,10,
22108,"SUSHI (TODOS SABORES), PREPARACION ESTANDARIZADA",13.94,116.33,4.24,5.4,
23000,AJO O CEBOLLA EN POLVO,72.73,331,0.73,16.55,
23001,ALBAHACA SECA,2.65,23,0.64,3.15,
23002,ALCAPARRA,4.89,23,0.86,2.36,
23003,ANIS,50.02,337,15.9,17.6,
23004,AXIOTE,22.2,108.2,0.2,4.4,
23005,AZAFRAN,65.37,310,5.85,11.43,
23006,BICARBONATO O LEVADURA,0,0,0,0,
23007,CAL,0,0,0,0,
23008,CANELA EN POLVO,80.59,247,1.24,3.99,
23009,CANELA EN RAJA,0,0,0,0,
23010,CHILE EN POLVO CON SAL (TAJIN),49.7,282,14.28,13.46,
23011,CLAVO,65.53,274,13,5.97,
23012,COMINO,44.24,375,22.27,17.81,
23013,"CONSOME (KNORR SUIZA, ROSA BLANCA, ETC.)",23.23,219.98,10.76,7.56,
23014,FLOR DE JAMAICA,41,194.5,0.3,3.9,
23015,HOJAS DE LAUREL,74.97,313,8.36,7.61,
23016,"HOJAS PARA TE (NARANJO, TILA, LIMON) Y DE AGUACATE",0.3,1,0,0,
23017,JENGIBRE,17.77,80,0.75,1.82,
23018,LINAZA,41.4,440,25.4,11.8,
23019,MANZANILLA,0.2,1,0,0,
23020,MOSTAZA,6.53,76.67,3.3,4.07,
23021,OREGANO,68.92,265,4.28,9,
23022,PACAYA,8.3,45,0.7,4,
23023,PAPRIKA,48.38,318.96,9.6,9.76,
23024,PIMIENTA,63.95,251,3.26,10.39,
23025,POLEN DE ABEJA,66.8,356.4,2.92,18.72,
23026,POLVO PARA HORNEAR,0,0,0,0,
23027,ROMERO SECO,64.06,331,15.22,4.88,
23028,SAL,0,0,0,0,
23029,SAL CON AJO O CEBOLLA,72.73,331,0.73,16.55,
23030,"SALSA DE SOYA, SALSA INGLESA, JUGO MAGGI",12.34,70.4,0.03,4.6,
23031,SEMILLA DE CHAN,43.85,490,30.75,15.62,
23032,SEMILLA DE CHIA,64,536,32.8,17.2,
23033,SEMILLA DE CILANTRO Y MOSTAZA,41.35,392,25.27,18.07,
23034,TEQUESQUITE,,10,,,
23035,TOMILLO,63.94,276,7.43,9.11,
23036,VAINILLA EXTRACTO,12.65,288,0.06,0.06,
23037,VINAGRE (TODOS TIPOS),0.93,21,0,0,
24000,ALBUMINA DE HUEVO,12.31,429.23,3.08,73.85,
24001,"ALOE HERBALIFE CON AGUA SOLA, PREPARACI?N ESTANDARIZADA",7.21,28.8,0,0,
24002,ALPISTE,33.5,232.1,3.12,7.8,
24003,CAPSULAS DE CARNITINA,12.67,591,19.71,50.7,
24004,CLOROFILA,12,74,2,2,
24005,COLÁGENO,0,361.5,0,90.4,
24006,COMPLEJO B,0,0,0,0,
24007,COMPLEMENTO OPORTUNIDADES PARA MUJER EN POLVO,48.7,480.3,21.5,23,
24008,COMPLEMENTO OPORTUNIDADES PARA MUJER PREPARADO,20.24,196.8,8.96,9.6,
24009,COMPLEMENTO PARA NINOS OPORTUNIDADES EN POLVO,63.4,439.48,15,12.72,
24010,COMPLEMENTO PARA NINOS OPORTUNIDADES PREPARADO (PROMEDIO),38.39,271.21,9.45,8.14,
24011,COMPLEMENTO PARA NINOS OPORTUNIDADES PREPARADO CON AGUA,37.41,259.29,8.85,7.5,
24012,COMPLEMENTO PARA NINOS OPORTUNIDADES PREPARADO CON LECHE,39.37,283.12,10.06,8.77,
24013,EMULSION DE SCOTT/ACEITE DE HIGADO DE BACALAO,0,902,100,0,
24014,ENSURE EN POLVO,62.65,443.31,14.23,16.16,
24015,ENSURE LÍQUIDO,15.82,99.81,2.43,3.65,
24016,FEM,60,240,0,0,
24017,GOMAS DE VITAMINA C (COMBIVENT),83.3,333.3,0,0,
24018,"HERBALIFE, ALOE CONCENTRADO",60.1,240,0,0,
24019,"HERBALIFE, POLVO PARA PREPARAR BEBIDAS",12.5,352,0.2,75,
24020,"HERBALIFE, PROTEINA EN POLVO",35,375,8.8,35,
24021,"HIERBAS MEDICINALES (NEEM, RUDA, PRODIGIOSA)",,,,,
24022,LINAZA CANADIENSE,10,425,43,29,
24023,MALTEADA HERBALIFE PREPARADA,9.32,82.8,2.2,6.43,
24024,METAMUCIL (FIBRA),86.2,344.83,0,0,
24025,PROTEÍNAS,8.67,378.89,4.33,77.93,
24026,SLIM FAST (POLVO),54.8,308.4,2.4,16.9,
24027,SUERO ORAL,65.9,263.4,,,
24028,SUPLEMENTO DE ALCACHOFA,8.25,87,5.25,2.25,
24029,SUSPENSION DE CALCIO Y VITAMINA D,5.5,22,0,0,
24030,VITANINO (OPORTUNIDADES),0,0,0,0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
